locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM3781,STM3781,,3980765,3982249,-,putative sugar (pentulose and hexulose) kinase,Carbohydrate transport and metabolism,Q8ZL20
STM3782,STM3782,,3982242,3983600,-,putative PTS system galactitol-specific enzyme IIC component,Carbohydrate transport and metabolism,Q8ZL19
STM3783,STM3783,,3983676,3983963,-,putative periplasmic protein,Carbohydrate transport and metabolism,Q7CPF8
STM3784,STM3784,,3983960,3984433,-,putative phosphotransferase system mannitol/fructose-specific IIA domain containing protein,Carbohydrate transport and metabolism,Q8ZL18
STM3785,STM3785,,3984451,3985194,-,putative gntR family regulatory protein,Transcription,Q7CPF7
STM3786,yicN,,3985547,3985999,-,putative inner membrane protein,Function unknown,Q8ZL17
STM3787,uhpT,,3986192,3987583,-,MFS family hexose phosphate transport protein,Carbohydrate transport and metabolism,P27670
STM3788,uhpC,,3987726,3989054,-,regulator of uhpT expression,Carbohydrate transport and metabolism,P27669
STM3789,uhpB,,3989064,3990566,-,sensory histidine kinase in two-component regulatory sytem with UhpA,Signal transduction mechanisms,P27668
STM3790,uhpA,,3990566,3991156,-,response regulator (repressor) in two-component regulatory system wtih UhpB,Transcription,P27667
STM3791,STM3791,,3991231,3992244,-,putative cytoplasmic protein,Function unknown,Q8ZL16
STM3792,STM3792,,3992256,3993572,-,putative L-fucose permease,Carbohydrate transport and metabolism,Q7CPF6
STM3793,STM3793,,3993603,3994523,-,putative sugar kinase,Coenzyme transport and metabolism,Q7CPF5
STM3794,STM3794,,3994848,3995633,+,putative deoR family regulatory protein,Transcription,Q7CPF4
STM3795,ilvN,,3995635,3995925,-,acetolactate synthase I%2C small subunit,Amino acid transport and metabolism,Q7CPF3
STM3796,ilvB,,3995929,3997617,-,acetolactate synthase I%2C large subunit,Coenzyme transport and metabolism,Q8ZL15
STM3797,ivbL,,3997724,3997822,-,ilvB operon leader peptide,No COG annotation,Q7CPF2
STM3797A,ysdA,,3998345,3998436,+,YsdA,No COG annotation,Q8KNN5
STM3796B,ysdB,,3998456,3998545,+,conserved protein in the LexA regulon,No COG annotation,Q8ZL14
STM3796A,STM3796A,,3998638,3999498,+,integral membrane protein,Amino acid transport and metabolism,Q8ZL13
STM3798,emrD,,3999701,4000885,+,MFS family multidrug tranport protein,Amino acid transport and metabolism,Q8ZL12
STM3799,STM3799,,4000812,4001897,-,putative periplasmic protein,Carbohydrate transport and metabolism,Q8ZL11
STM3800,dsdC,,4001961,4002884,-,LysR family transcriptional activator,Transcription,Q8ZL10
STM3801,dsdX,,4003110,4004447,+,putative Gnt family transport protein,Amino acid transport and metabolism,Q8ZL09
STM3802,dsdA,,4004465,4005787,+,D-serine deaminase,Amino acid transport and metabolism,Q8ZL08
STM3803,yidF,,4005869,4006399,-,putative cytoplasmic protein,Energy production and conversion,Q8ZL07
STM3804,yidG,,4006396,4006758,-,putative inner membrane protein,Function unknown,Q8ZL06
STM3805,yidH,,4006748,4007095,-,putative inner membrane protein,Function unknown,Q8ZL05
STM3807,yidE,,4007539,4009200,-,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZL04
STM3808,ibpB,,4009390,4009818,-,small heat shock protein,"Post-translational modification, protein turnover,and chaperones",Q8ZL03
STM3809,ibpA,,4009928,4010341,-,small heat shock protein,"Post-translational modification, protein turnover,and chaperones",Q7CPF1
STM3810,yidQ,,4010648,4010983,+,putative outer membrane lipoprotein,Function unknown,Q8ZL02
STM3811,yidR,,4010985,4012211,-,putative cytoplasmic protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZL01
STM3812,ccmH,,4012333,4013376,-,putative heme lyase subunit,"Post-translational modification, protein turnover,and chaperones",Q8ZL00
STM3813,ccmG,,4013373,4013930,-,heme lyase disulfide oxidoreductase,Energy production and conversion,Q8XFK6
STM3814,ccmF,,4013927,4015858,-,cytochrome c-type biogenesis protein,"Post-translational modification, protein turnover,and chaperones",Q8XGT7
STM3815,ccmE,,4015855,4016334,-,periplasmic heme-dependent peroxidase,"Post-translational modification, protein turnover,and chaperones",Q8XG35
STM3816,ccmD,,4016331,4016543,-,heme exporter protein C,"Intracellular trafficking, secretion, and vesicular transport",Q7CQ65
STM3817,ccmC,,4016540,4017277,-,ABC superfamily (membrane) heme exporter protein,"Post-translational modification, protein turnover,and chaperones",Q8XGY0
STM3818,ccmB,,4017329,4017988,-,heme exporter protein,"Post-translational modification, protein turnover,and chaperones",Q8XF64
STM3819,ccmA,,4017985,4018602,-,heme exporter protein,Inorganic ion transport and metabolism,Q8ZKZ9
STM3820,STM3820,,4018608,4020008,-,putative cytochrome c peroxidase,Energy production and conversion,Q7CPE9
STM3821,torD,,4020198,4020830,-,cytoplasmic chaperone which interacts with TorA,"Post-translational modification, protein turnover,and chaperones",Q8ZKZ8
STM3822,torA,,4020823,4023375,-,trimethylamine N-oxide reductase subunit,Energy production and conversion,Q8ZKZ7
STM3823,torC,,4023365,4024549,-,trimethylamine N-oxide reductase,Energy production and conversion,Q8ZKZ6
STM3824,torR,,4024679,4025371,+,response regulator in multi-component regualtory system wtih TorS (sensory kinase) and TorT (periplasmic sensor),Transcription,Q8ZKZ5
STM3825,torT,,4025344,4026384,-,periplasmic sensor in multi-comopnent regulatory system with TorS (sensory kinase) and TorR (regulator),Carbohydrate transport and metabolism,Q8ZKZ4
STM3826,torS,,4026464,4029199,+,sensory kinase in multi-component regulatory system with TorR (regulator) and TorT (periplasmic sensor),Signal transduction mechanisms,Q8ZKZ3
STM3827,dgoT,,4029225,4030562,-,MFS family D-galactonate transport protein,Carbohydrate transport and metabolism,Q8ZKZ2
STM3828,dgoA,,4030647,4031795,-,galactonate dehydratase,Cell wall/membrane/envelope biogenesis,Q8ZKZ1
STM3829,dgoK,,4032393,4033271,-,2-oxo-3-deoxygalactonate kinase,Carbohydrate transport and metabolism,Q8ZKZ0
STM3830,dgoR,,4033268,4033957,-,galactonate operon transcriptional repressor,Transcription,Q8ZKY9
STM3831,yidA,,4034218,4035063,-,putative hydrolase of the HAD superfamily,Function unknown,Q8ZKY8
STM3832,STM3832,,4035369,4036631,+,putative permease,Carbohydrate transport and metabolism,Q8ZKY7
STM3833,STM3833,,4036645,4037838,+,putative mandelate racemase,Cell wall/membrane/envelope biogenesis,Q8ZKY6
STM3834,STM3834,,4037953,4038849,+,putative LysR family transcriptional regulator,Transcription,Q8ZKY5
STM3835,gyrB,,4038868,4041282,-,DNA gyrase%2C subunit B,"Replication, recombination and repair",P0A2I3
STM3836,recF,,4041311,4042384,-,gap repair protein,"Replication, recombination and repair",P24900
STM3837,dnaN,,4042532,4043632,-,DNA polymerase III%2C beta-subunit,"Replication, recombination and repair",P26464
STM3838,dnaA,,4043637,4045037,-,DNA replication initiator protein,"Replication, recombination and repair",P35891
STM3839,rpmH,,4045698,4045838,+,50S ribosomal subunit protein L34,"Translation, ribosomal structure and biogenesis",P0A7P8
STM3840,rnpA,,4045855,4046214,+,RNase P,"Translation, ribosomal structure and biogenesis",P66686
STM3841,STM3841,,4046178,4046435,+,putative inner membrane protein,Function unknown,P0A8C9
STM3842,yidC,,4046438,4048084,+,putative preprotein translocase subunit YidC,"Intracellular trafficking, secretion, and vesicular transport",Q8ZKY4
STM3843,trmE,,4048226,4049590,+,GTPase for tRNA modification and thiophene and furan oxidation,Nucleotide transport and metabolism,Q8ZKY3
STM3845,STM3845,,4051391,4052353,+,putative inner membrane protein,Transcription,Q9FDH7
STM3846,STM3846,,4052419,4053288,+,putative reverse transcriptase,"Replication, recombination and repair",Q8ZKY2
STM3847,yidY,,4054090,4055277,+,putative MFS family tranport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZKY1
STM3848,yidZ,,4055246,4056205,+,putative LysR family transcriptional regulator,Transcription,Q8ZKY0
STM3849,yieE,,4056363,4057118,+,putative cytoplasmic protein,Coenzyme transport and metabolism,Q7CPE8
STM3850,yieF,,4057118,4057702,+,putative oxidoreductase,Function unknown,Q8ZKX9
STM3851,yieG,,4057747,4059210,-,putative xanthine/uracil permeases family,Function unknown,Q8ZKX8
STM3852,yieH,,4059253,4059918,+,putative phosphatase/phosphohexomutase,Function unknown,Q8ZKX7
STM3853,phoU,,4060013,4060738,-,regulatory gene for high affinity phosphate uptake,Inorganic ion transport and metabolism,Q7CPE7
STM3854,pstB,,4060753,4061526,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,P63365
STM3855,pstA,,4061613,4062503,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,Q8ZKX6
STM3856,pstC,,4062503,4063462,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,Q7CPE6
STM3857,pstS,,4063598,4064638,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,Q8ZKX5
STM3858,STM3858,,4064805,4066178,-,putative phosphotransferase system fructose-specific component IIB,Carbohydrate transport and metabolism,Q8ZKX4
STM3859,STM3859,,4066227,4067045,-,putative shikimate,Amino acid transport and metabolism,Q8ZKX3
STM3860,STM3860,,4067140,4068897,+,putative dipeptide/oligopeptide/nickel ABC-type transport systems,Transcription,Q8ZKX2
STM3861,glmS,,4069048,4070877,-,L-glutamine:D-fructose-6-phosphate aminotransferase,Cell wall/membrane/envelope biogenesis,Q8ZKX1
STM3862,glmU,,4071066,4072436,-,N-acetyl glucosamine-1-phosphate uridyltransferase,Cell wall/membrane/envelope biogenesis,Q8ZKX0
STM3863,STM3863,,4072756,4073454,-,putative permease,Function unknown,Q8ZKW9
STM3864,atpC,,4073684,4074103,-,membrane-bound ATP synthase%2C F1 sector%2C epsilon-subunit,Energy production and conversion,P0A1B7
STM3865,atpD,,4074124,4075506,-,membrane-bound ATP synthase%2C F1 sector%2C beta-subunit,Nucleotide transport and metabolism,Q7CPE2
STM3866,atpG,,4075533,4076396,-,membrane-bound ATP synthase%2C F1 sector%2C gamma-subunit,Energy production and conversion,Q8ZKW8
STM3867,atpA,,4076447,4077988,-,membrane-bound ATP synthase%2C F1 sector%2C alpha-subunit,Nucleotide transport and metabolism,Q7CPE1
STM3868,atpH,,4078001,4078534,-,membrane-bound ATP synthase%2C F1 sector%2C delta-subunit,Energy production and conversion,Q7CPE5
STM3869,atpF,,4078549,4079019,-,membrane-bound ATP synthase%2C F0 sector%2C subunit b,Energy production and conversion,Q7CPE4
STM3870,atpE,,4079079,4079318,-,membrane-bound ATP synthase%2C F0 sector%2C subunit c,Energy production and conversion,P68704
STM3871,atpB,,4079365,4080180,-,membrane-bound ATP synthase%2C F0 sector%2C subunit a,Energy production and conversion,Q7CPE3
STM3872,atpI,,4080189,4080569,-,membrane-bound ATP synthase subunit%2C F1-F0-type proton-ATPase,Energy production and conversion,Q8ZKW7
STM3873,gidB,,4081185,4081808,-,associated with glucose-inhibited division,"Translation, ribosomal structure and biogenesis",P64237
STM3874,gidA,,4081911,4083800,-,associated with glucose-inhibited division,"Cell cycle control, cell division, chromosome partitioning",Q8ZKW6
STM3875,mioC,,4084179,4084622,-,initiation of chromosome replication,Energy production and conversion,Q7CPE0
STM3876,asnC,,4084712,4085170,-,transcriptional regulator for asnA%2C gidA,Transcription,Q8ZKW5
STM3877,asnA,,4085321,4086313,+,asparagine synthetase A,Nucleotide transport and metabolism,Q8ZKW4
STM3878,yieM,,4086318,4087742,-,putative inner membrane protein,Function unknown,Q8ZKW3
STM3879,yieN,,4087763,4089259,-,putative regulator protein,Function unknown,Q8ZKW2
STM3880,kup,,4089607,4091475,+,KUP family low affinity potassium transport system,Inorganic ion transport and metabolism,Q8ZKW1
STM3881,rbsD,,4091672,4092091,+,D-ribose high-affinity transport system,Carbohydrate transport and metabolism,Q8ZKW0
STM3882,rbsA,,4092099,4093604,+,D-ribose high-affinity transport protein,Carbohydrate transport and metabolism,Q8ZKV9
STM3883,rbsC,,4093610,4094575,+,D-ribose high-affinity transport protein (1st module%2C ATP-binding subunit),Carbohydrate transport and metabolism,Q7CPD9
STM3884,rbsB,,4094600,4095490,+,D-ribose transport protein,Carbohydrate transport and metabolism,P0A2C5
STM3885,rbsK,,4095624,4096553,+,ribokinase,Coenzyme transport and metabolism,Q8ZKV8
STM3886,rbsR,,4096557,4097555,+,transcriptional repressor for rbs operon (GalR/LacI family),Transcription,Q8ZKV7
STM3887,yieO,,4097521,4098948,-,putative MFS family tranport protein,Amino acid transport and metabolism,Q8ZKV6
STM3888,yieP,,4098960,4099664,-,putative gntR family regulatory protein,Transcription,Q8ZKV5
STM3897,yifA,,4105558,4106406,-,putative LysR family transcriptional regulator,Transcription,P0A2Q0
STM3898,yifE,,4106513,4106851,+,putative LysR type transcriptional regulator with pssR,Function unknown,Q7CPD8
STM3899,yifB,,4106876,4108396,-,putative magnesium chelatase%2C subunit ChlI,"Post-translational modification, protein turnover,and chaperones",P57015
STM3900,ilvL,,4108748,4108846,+,ilvGEDA operon leader peptide,No COG annotation,P62527
STM3901,ilvG,,4108986,4110632,+,acetolactate synthase II%2C large subunit,Coenzyme transport and metabolism,Q9L6T2
STM3902,ilvM,,4110632,4110892,+,acetolactate synthase II%2C small subunit,Function unknown,Q7CPD7
STM3903,ilvE,,4110910,4111839,+,branched-chain amino-acid aminotransferase,Amino acid transport and metabolism,P0A1A5
STM3904,ilvD,,4112000,4113850,+,dihydroxyacid dehydratase,Amino acid transport and metabolism,P40810
STM3905,ilvA,,4113853,4115397,+,threonine deaminase,Amino acid transport and metabolism,P20506
STM3906,STM3906,,4115681,4115998,+,putative cytoplasmic protein,Function unknown,Q9L6S7
STM3907,STM3907,,4115995,4116336,+,putative cytoplasmic protein,Transcription,Q9L6S6
STM3908,ilvY,,4116339,4117226,-,positive LysR family regulator for ilvC,Transcription,P0A2Q2
STM3909,ilvC,,4117390,4118865,+,ketol-acid reductoisomerase,Nucleotide transport and metabolism,P05989
STM3910,ppiC,,4118957,4119238,-,peptidyl-prolyl cis-trans isomerase C,"Post-translational modification, protein turnover,and chaperones",P0A265
STM3911,STM3911,,4119527,4119676,+,putative inner membrane protein,Coenzyme transport and metabolism,Q9L6S2
STM3912,rep,,4119776,4121800,+,rep helicase,"Replication, recombination and repair",Q9L6S1
STM3913,gppA,,4121840,4123321,-,guanosine pentaphosphatase,Nucleotide transport and metabolism,P0A267
STM3914,rhlB,,4123440,4124705,-,putative helicase,Nucleotide transport and metabolism,P0A2P0
STM3915,trxA,,4124849,4125178,+,thioredoxin 1,"Post-translational modification, protein turnover,and chaperones",P0AA28
STM3917,rho,,4125597,4126856,+,transcription termination factor Rho,Nucleotide transport and metabolism,P0A295
STM3918,rfe,,4127086,4128189,+,undecaprenyl-phosphate N-acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,Q9L6R7
STM3919,wzzE,,4128201,4129247,+,modulator of enterobacterial common antigen (ECA) polysaccharide chain length,Cell wall/membrane/envelope biogenesis,O33789
STM3920,wecB,,4129303,4130433,+,UDP-N-acetyl glucosamine-2-epimerase,Cell wall/membrane/envelope biogenesis,Q9L6R5
STM3921,wecC,,4130430,4131692,+,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,Cell wall/membrane/envelope biogenesis,Q9L6R4
STM3922,rffG,,4131692,4132759,+,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,Q9L6R3
STM3923,rffH,,4132792,4133016,+,glucose-1-phosphate thymidyl transferase,Cell wall/membrane/envelope biogenesis,Q9L6R2
STM3924,wecD,,4133123,4133671,+,lipopolysaccharide biosynthesis protein,Transcription,Q9L6R1
STM3925,wecE,,4133676,4134806,+,TDP-4-oxo-6-deoxy-D-glucose transaminase,Amino acid transport and metabolism,Q9L6R0
STM3926,wzxE,,4134808,4136058,+,O-antigen translocase in LPS biosynthesis,"Intracellular trafficking, secretion, and vesicular transport",Q9L6Q9
STM3927,STM3927,,4136055,4137134,+,putative inner membrane protein,Energy production and conversion,Q9L6Q8
STM3928,wecF,,4137131,4138489,+,TDP-Fuc4NAc:lipidII transferase,Function unknown,P37458
STM3929,wecG,,4138486,4139226,+,putative UDP-N-acetyl-D-mannosaminuronic acid transferase,Nucleotide transport and metabolism,P37457
STM3930,yifK,,4139433,4140818,+,putative APC family amino-acid transport protein,"Intracellular trafficking, secretion, and vesicular transport",P0A189
STM3935,hemY,,4141935,4143134,-,protein for a late step of protoheme IX synthesis,Coenzyme transport and metabolism,Q8ZKV4
STM3936,hemX,,4143134,4144303,-,uroporphyrinogen III methylase,Coenzyme transport and metabolism,Q9L6Q4
STM3937,hemD,,4144325,4145065,-,uroporphyrinogen III synthase,Coenzyme transport and metabolism,Q9L6Q3
STM3938,hemC,,4145062,4146018,-,porphobilinogen deaminase,Coenzyme transport and metabolism,P0A1Q8
STM3939,cyaA,,4146380,4148926,+,adenylate cyclase,Nucleotide transport and metabolism,P0A1A7
STM3940,STM3940,,4149034,4149387,+,putative inner membrane protein,No COG annotation,Q8ZKV3
STM3941,STM3941,,4149573,4150115,+,putative inner membrane protein,No COG annotation,Q9L6Q0
STM3942,STM3942,,4150127,4150489,+,putative cytoplasmic protein,No COG annotation,Q9L6P9
STM3943,cyaY,,4150560,4150880,-,putative frataxin family transport protein,Inorganic ion transport and metabolism,P56978
STM3944,STM3944,,4150950,4151339,-,putative inner membrane protein,Function unknown,Q9L6P8
STM3946,yifL,,4152035,4152238,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,P0A1T6
STM3947,dapF,,4152272,4153099,+,diaminopimelate epimerase,Amino acid transport and metabolism,P0A1F2
STM3948,yigA,,4153096,4153803,+,putative cytoplasmic protein,Function unknown,P55886
STM3949,xerC,,4153800,4154702,+,putative site-specific integrase/recombinase,"Replication, recombination and repair",P55888
STM3950,yigB,,4154702,4155418,+,putative hydrolase of the HAD superfamily,Function unknown,Q9L6P4
STM3951,uvrD,,4155554,4157716,+,DNA-dependent ATPase I and helicase II,"Replication, recombination and repair",Q05311
STM3952,corA,,4158188,4159138,+,MIT family Mg2+/Ni2+/Co2+ transport protein,Inorganic ion transport and metabolism,P0A2R8
STM3953,yigF,,4159187,4159567,-,putative inner membrane protein,Function unknown,P0A1T8
STM3954,yigG,,4159583,4160041,-,putative inner membrane protein,No COG annotation,Q7CPD6
STM3955,rarD,,4160076,4160960,-,chloramphenicol resistance,Function unknown,Q9L6P1
STM3956,yigI,,4161004,4161489,-,putative PaaI protein,"Secondary metabolites biosynthesis, transport, and catabolism",P0A1U0
STM3957,pldA,,4161636,4162505,+,outer membrane phospholipase A,Cell wall/membrane/envelope biogenesis,P0A231
STM3958,recQ,,4162571,4164418,+,ATP-dependent DNA helicase,"Replication, recombination and repair",P40724
STM3959,rhtC,,4164482,4165102,+,RhtB family threonine efflux protein,"Intracellular trafficking, secretion, and vesicular transport",Q9L6N7
STM3960,rthB,,4165142,4165762,-,homoserine/homoserine lactone efflux protein,"Intracellular trafficking, secretion, and vesicular transport",Q9L6N6
STM3961,pldB,,4165873,4166889,+,lysophospholipase L(2),Lipid transport and metabolism,Q9L6N5
STM3962,yigL,,4166905,4167705,+,putative hydrolase of the HAD superfamily,Function unknown,Q9L6N4
STM3963,yigM,,4167786,4168685,+,putative transport protein,Amino acid transport and metabolism,P0A1U2
STM3964,metR,,4168573,4169526,-,regulator for metE and metH,Transcription,P0A2Q4
STM3965,metE,,4169775,4172039,+,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,Amino acid transport and metabolism,Q9L6N1
STM3966,STM3966,,4172383,4173726,+,putative arylsulfatase regulator,Energy production and conversion,Q8ZKV2
STM3967,dlhH,,4173806,4174618,-,putative dienelactone hydrolase family,"Secondary metabolites biosynthesis, transport, and catabolism",Q9L6M9
STM3968,udp,,4174877,4175638,+,uridine phosphorylase,Nucleotide transport and metabolism,P0A1F6
STM3969,yigN,,4175778,4177208,+,putative inner membrane protein,Function unknown,P0A2B7
STM3970,ubiE,,4177304,4178059,+,S-adenosylmethionine,Coenzyme transport and metabolism,P0A2K5
STM3971,yigP,,4178069,4178674,+,putative inner membrane protein,Function unknown,Q9L6M5
STM3972,aarF,,4178671,4180311,+,putative regulator in ubiquinone biosynthesis,Coenzyme transport and metabolism,P0A197
STM3973,tatA,,4180517,4180771,+,component of Sec-independent protein secretion pathway,"Intracellular trafficking, secretion, and vesicular transport",P0A2H3
STM3974,tatB,,4180775,4181323,+,component of Sec-independent protein secretion pathway,"Intracellular trafficking, secretion, and vesicular transport",P57048
STM3975,tatC,,4181326,4182105,+,component of sec-independent protein export,"Intracellular trafficking, secretion, and vesicular transport",Q7CPD5
STM3976,yigW,,4182147,4182929,+,putative hydrolase of PHP superfamily,"Replication, recombination and repair",Q9L6M2
STM3977,rfaH,,4182937,4183425,-,transcriptional activator,Transcription,Q9L6M1
STM3978,yigC,,4183611,4185089,+,putative oxidoreductase,Coenzyme transport and metabolism,Q9L6M0
STM3979,ubiB,,4185175,4185876,+,FMN reductase,Energy production and conversion,Q9L6L9
STM3980,STM3980,,4186130,4186843,+,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,Q9L6L8
STM3981,STM3981,,4186895,4187953,+,putative cytoplasmic protein,Cell wall/membrane/envelope biogenesis,Q8ZKV1
STM3982,fadA,,4188150,4189313,-,3-ketoacyl-CoA thiolase,Lipid transport and metabolism,P0A2H7
STM3983,fadB,,4189323,4191512,-,3-hydroxyacyl-coA dehydrogenase of 4-enzyme FadB protein,Lipid transport and metabolism,Q9L6L5
STM3984,pepQ,,4191702,4193033,+,proline dipeptidase,Amino acid transport and metabolism,Q7CPD4
STM3985,yigZ,,4193033,4193647,+,putative cytoplasmic protein,Function unknown,Q9L6L3
STM3986,trkH,,4193686,4195137,+,Trk family potassium transport protein,Inorganic ion transport and metabolism,Q9L6L2
STM3987,hemG,,4195149,4195694,+,protoporphyrin oxidase,Energy production and conversion,Q9L6L1
STM3993,mobB,,4201697,4202212,-,molybdopterin-guanine dinucleotide biosynthesis protein B,Coenzyme transport and metabolism,Q8ZKV0
STM3994,mobA,,4202209,4202793,-,putative molybdopterin-guanine dinucleotide biosynthesis protein,Coenzyme transport and metabolism,Q8ZKU9
STM3995,yihD,,4202863,4203132,+,putative cytoplasmic protein,Function unknown,Q7CPD3
STM3996,yihE,,4203209,4204195,+,putative homoserine kinase type II,Nucleotide transport and metabolism,Q8ZKU8
STM3997,dsbA,,4204212,4204835,+,periplasmic protein disulfide isomerase I,Cell wall/membrane/envelope biogenesis,P0A2H9
STM3998,yihG,,4204848,4205756,-,putative endonuclease,Lipid transport and metabolism,Q8ZKU7
STM3999,polA,,4206144,4208930,+,DNA polymerase I,"Replication, recombination and repair",Q9F173
STM4000,spf,,4209097,4209144,+,spot 42 RNA%2C inhibition of DNA synthesis,No COG annotation,Q7CPD2
STM4001,yihA,,4209265,4209897,-,putative GTPase involved in coordination of cell cycle,"Cell cycle control, cell division, chromosome partitioning",P64068
STM4002,STM4002,,4210137,4210361,+,putative cytoplasmic protein,No COG annotation,Q7CPD1
STM4003,yihI,,4210480,4210995,+,putative cytoplasmic protein,Function unknown,P0A2N8
STM4004,hemN,,4211184,4212557,+,O2-independent coproporphyrinogen III oxidase,Coenzyme transport and metabolism,P0A1E1
STM4005,glnG,,4212870,4214279,-,EBP family response regulator in two-component regulatory system with GlnL,Signal transduction mechanisms,P41789
STM4006,glnL,,4214288,4215337,-,sensory kinase (phosphatase) in two-component regulatory system with GlnG (nitrogen regulator II%2C NRII),Nucleotide transport and metabolism,P0A2D9
STM4007,glnA,,4215612,4217021,-,glutamine synthetase,Nucleotide transport and metabolism,P0A1P6
STM4008,STM4008,,4217000,4217428,-,putative cytoplasmic protein,No COG annotation,Q8ZKU6
STM4009,typA,,4217397,4219220,+,GTP-binding elongation factor family protein,Signal transduction mechanisms,H9L427
STM4010,STM4010,,4219275,4220009,-,putative hydrolase,Function unknown,Q8ZKU5
STM4011,STM4011,,4219994,4220872,-,putative inner membrane protein,No COG annotation,Q8ZKU4
STM4012,STM4012,,4220869,4222110,-,putative coproporphyrinogen III oxidase and related FeS oxidoreductase,Coenzyme transport and metabolism,Q8ZKU3
STM4013,STM4013,,4222112,4222987,-,putative membrane-associated metal-dependent hydrolase,Inorganic ion transport and metabolism,Q8ZKU2
STM4014,STM4014,,4222980,4224005,-,putative periplasmic protein,Coenzyme transport and metabolism,Q8ZKU1
STM4015,STM4015,,4224018,4224866,-,putative cytoplasmic protein,Function unknown,Q8ZKU0
STM4016,yshA,,4225023,4225715,-,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,Q9L7R3
STM4017,yihO,,4225783,4227204,-,putative GPH family transport protein,Carbohydrate transport and metabolism,Q9L7R4
STM4018,yihP,,4227250,4228632,-,putative GPH family transport protein,Carbohydrate transport and metabolism,Q9L7R5
STM4019,yihQ,,4228678,4230714,-,putative alpha-xylosidase,Carbohydrate transport and metabolism,Q8ZKT9
STM4020,yihR,,4230758,4231615,-,putative aldose-1-epimerase,Carbohydrate transport and metabolism,Q8ZKT8
STM4021,yihS,,4231619,4232860,-,putative isomerase,Carbohydrate transport and metabolism,Q8ZKT7
STM4022,yihT,,4232876,4233754,-,putative aldolase,Carbohydrate transport and metabolism,Q9L7R9
STM4023,yihU,,4233777,4234673,-,putative oxidoreductase,Lipid transport and metabolism,Q9L7S0
STM4024,yihV,,4234838,4235734,+,putative sugar kinase,Coenzyme transport and metabolism,Q7CPC9
STM4025,yihW,,4235768,4236571,+,putative glycerol-3-phosphate regulon repressor,Transcription,Q8ZKT6
STM4026,yihX,,4236762,4237361,+,putative enzyme,Function unknown,Q7CPC8
STM4027,rbn,,4237355,4238227,+,tRNA processing exoribonuclease BN,Function unknown,Q8ZKT5
STM4028,yihZ,,4238224,4238661,+,D-Tyr-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",P58533
STM4029,yiiD,,4238658,4239647,+,putative acetyltransferase,Transcription,Q7CPC7
STM4030,STM4030,,4239662,4240108,-,putative cytoplasmic protein,Transcription,Q8ZKT4
STM4031,STM4031,,4240105,4240416,-,putative cytoplasmic protein,Function unknown,Q8ZKT3
STM4032,STM4032,,4240502,4241431,-,putative acetyl esterase,Lipid transport and metabolism,Q8ZKT2
STM4033,STM4033,,4241997,4242251,+,putative merR family bacterial regulatory protein,Transcription,Q8ZKT1
STM4034,fdhE,,4242298,4243227,-,putative formate dehydrogenase formation protein,"Post-translational modification, protein turnover,and chaperones",Q8ZKT0
STM4035,fdoI,,4243224,4243859,-,formate dehydrogenase%2C cytochrome B556 (FDO) subunit,Energy production and conversion,Q7CPC6
STM4036,fdoH,,4243856,4244758,-,formate dehydrogenase-O%2C Fe-S subunit,Energy production and conversion,Q8ZKS9
STM4037,fdoG,,4244771,4247821,-,formate dehydrogenase,Energy production and conversion,Q8ZKS8
STM4038,fdhD,,4248016,4248852,+,putative formate dehydrogenase formation protein,Energy production and conversion,Q8ZKS7
STM4039,STM4039,,4249120,4250151,-,putative inner membrane lipoprotein,Function unknown,Q8ZKS6
STM4040,yiiG,,4250376,4251434,+,putative cytoplasmic protein,Cell wall/membrane/envelope biogenesis,Q8ZKS5
STM4041,STM4041,,4251789,4252112,-,putative inner membrane protein,Function unknown,Q8ZKS4
STM4042,STM4042,,4252112,4252771,-,putative branched-chain amino acid permease,Amino acid transport and metabolism,Q7CPC5
STM4042A,STM4042A,,4252854,4253420,+,hypothetical protein,Transcription,Q8ZKS3
STM4043,yiiL,,4253509,4253823,-,putative cytoplasmic protein,Carbohydrate transport and metabolism,Q7CPC4
STM4044,STM4044,,4253820,4254968,-,putative iron-containing alcohol dehydrogenase,Energy production and conversion,Q8ZKS2
STM4045,rhaD,,4255095,4255922,-,rhamnulose-1-phosphate aldolase,Coenzyme transport and metabolism,Q8ZKS1
STM4046,rhaA,,4256065,4257324,-,L-rhamnose isomerase,Carbohydrate transport and metabolism,P27031
