,gene_id,gene_ontology
5642,UniProtKB:Q8ZPY3|PTN002016742,peptide transport
5643,UniProtKB:Q8ZPY3|PTN002016742,outer membrane-bounded periplasmic space
5644,UniProtKB:Q8ZQ94|PTN001624190,endopeptidase Clp complex
5645,UniProtKB:Q8ZQ94|PTN001624190,serine-type endopeptidase activity
5646,UniProtKB:Q8ZQ94|PTN001624190,ATPase binding
5647,UniProtKB:Q8ZQ94|PTN001624190,ATP-dependent peptidase activity
5648,UniProtKB:Q8ZQ94|PTN001624190,protein quality control for misfolded or incompletely synthesized proteins
5649,UniProtKB:Q8ZPW8|PTN001664663,DNA binding
5650,UniProtKB:Q8ZPW8|PTN001664663,"regulation of transcription, DNA-templated"
5651,UniProtKB:Q8ZPW8|PTN001664663,"regulation of transcription, DNA-templated"
5652,UniProtKB:Q8ZPW7|PTN002213043,plasma membrane
5653,UniProtKB:Q8ZPW2|PTN002016329,protein kinase activity
5654,UniProtKB:Q8ZPV9|PTN001671902,glucose-6-phosphate 1-epimerase activity
5655,UniProtKB:Q8ZPV9|PTN001671902,cytoplasm
5656,UniProtKB:Q8ZPV8|PTN001669526,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
5657,UniProtKB:Q8ZPV7|PTN001709861,cytosol
5658,UniProtKB:Q8ZPV3|PTN001865154,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"
5659,UniProtKB:Q8ZPV3|PTN001865154,8-oxo-GDP phosphatase activity
5660,UniProtKB:Q8ZPV3|PTN001865154,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
5661,UniProtKB:Q8ZPV3|PTN001865154,8-oxo-dGDP phosphatase activity
5662,UniProtKB:Q8ZPV3|PTN001865154,DNA repair
5663,UniProtKB:Q8ZPV2|PTN001736445,pyridoxal phosphate binding
5664,UniProtKB:Q8ZPV2|PTN001736445,identical protein binding
5665,UniProtKB:Q8ZPV2|PTN001736445,arginine catabolic process
5666,UniProtKB:Q8ZPU7|PTN002211387,unfolded protein binding
5667,UniProtKB:Q8ZPU7|PTN002211387,outer membrane-bounded periplasmic space
5668,UniProtKB:Q8ZPU7|PTN002211387,ATP-independent chaperone mediated protein folding
5669,UniProtKB:Q8ZPU5|PTN001894567,NAD biosynthetic process
5670,UniProtKB:Q8ZPU5|PTN001894567,NAD+ synthase activity
5671,UniProtKB:Q8ZPU5|PTN001894567,cytoplasm
5672,UniProtKB:Q8ZQ62|PTN001664678,DNA-binding transcription factor activity
5673,UniProtKB:Q8ZQ62|PTN001664678,transcription regulatory region sequence-specific DNA binding
5674,UniProtKB:Q8ZQ54|PTN001976070,plasma membrane
5675,UniProtKB:Q8ZQ54|PTN001976070,phosphorelay signal transduction system
5676,UniProtKB:Q8ZQ49|PTN001721961,acetylpyruvate hydrolase activity
5677,UniProtKB:Q8ZPS8|PTN002020441,transmembrane transporter activity
5678,UniProtKB:Q8ZPS8|PTN002020441,integral component of plasma membrane
5679,UniProtKB:Q8ZPS8|PTN002020441,cobalamin transport
5680,UniProtKB:Q8ZQ47|PTN002020999,cytoplasm
5681,UniProtKB:Q8ZQ47|PTN002020999,aldehyde-lyase activity
5682,UniProtKB:Q8ZQ43|PTN002085778,oxidation-reduction process
5683,UniProtKB:Q8ZQ43|PTN002085778,integral component of plasma membrane
5684,UniProtKB:Q8ZQ43|PTN002085778,protein disulfide oxidoreductase activity
5685,UniProtKB:Q8ZQ43|PTN002085778,cell redox homeostasis
5686,UniProtKB:Q8ZQ43|PTN002085778,cytochrome complex assembly
5687,UniProtKB:Q8ZQ40|PTN002022612,oxidation-reduction process
5688,UniProtKB:Q8ZPR9|PTN001656460,flavin adenine dinucleotide binding
5689,UniProtKB:Q8ZPR9|PTN001656460,electron transfer activity
5690,UniProtKB:Q8ZPR9|PTN001656460,fatty acid beta-oxidation using acyl-CoA dehydrogenase
5691,UniProtKB:Q8ZQ38|PTN004738770,"regulation of transcription, DNA-templated"
5692,UniProtKB:Q8ZQ38|PTN004738770,transcription regulatory region sequence-specific DNA binding
5693,UniProtKB:Q8ZQ38|PTN004738770,DNA-binding transcription factor activity
5694,UniProtKB:Q8ZQ36|PTN002021417,DNA-binding transcription factor activity
5695,UniProtKB:Q8ZQ36|PTN002021417,"regulation of transcription, DNA-templated"
5696,UniProtKB:Q8ZQ35|PTN001721879,sodium ion transport
5697,UniProtKB:Q8ZQ35|PTN001721879,symporter activity
5698,UniProtKB:Q8ZPR4|PTN001843634,chorismate biosynthetic process
5699,UniProtKB:Q8ZPR4|PTN001843634,shikimate 3-dehydrogenase (NADP+) activity
5700,UniProtKB:Q8ZPR4|PTN001843634,shikimate metabolic process
5701,UniProtKB:Q8ZPR3|PTN001922030,membrane
5702,UniProtKB:Q8ZQ30|PTN001662238,glyoxylate reductase (NADP) activity
5703,UniProtKB:Q8ZQ30|PTN001662238,cytosol
5704,UniProtKB:Q8ZQ30|PTN001662238,hydroxypyruvate reductase activity
5705,UniProtKB:Q8ZPQ9|PTN001714935,flavin adenine dinucleotide binding
5706,UniProtKB:Q8ZPQ9|PTN001714935,D-lactate dehydrogenase activity
5707,UniProtKB:Q8ZPQ9|PTN001714935,D-lactate dehydrogenase (cytochrome) activity
5708,UniProtKB:Q8ZPQ9|PTN001714935,lactate catabolic process
5709,UniProtKB:Q8ZPQ8|PTN001752131,menaquinone biosynthetic process
5710,UniProtKB:Q8ZPQ8|PTN001752131,cytosol
5711,UniProtKB:Q8ZPQ8|PTN001752131,CoA hydrolase activity
5712,UniProtKB:Q8ZPQ8|PTN001752131,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
5713,UniProtKB:Q8ZQ26|PTN008122827,"transferase activity, transferring hexosyl groups"
5714,UniProtKB:Q8ZQ26|PTN008122827,plasma membrane
5715,UniProtKB:Q8ZPQ5|PTN001601129,"2 iron, 2 sulfur cluster binding"
5716,UniProtKB:Q8ZPQ5|PTN001601129,protein maturation by iron-sulfur cluster transfer
5717,UniProtKB:Q8ZPQ5|PTN001601129,iron-sulfur cluster assembly
5718,UniProtKB:Q8ZPQ5|PTN001601129,cytoplasm
5719,UniProtKB:Q8ZPQ5|PTN001601129,cytosol
5720,UniProtKB:Q8ZPQ0|PTN002023469,"peptidoglycan L,D-transpeptidase activity"
5721,UniProtKB:Q8ZPQ0|PTN002023469,peptidoglycan-protein cross-linking
5722,UniProtKB:Q8ZPP9|PTN002215187,intrinsic component of cell outer membrane
5723,UniProtKB:Q8ZPP9|PTN002215187,peptidoglycan binding
5724,UniProtKB:Q8ZQ18|PTN001777307,cytoplasm
5725,UniProtKB:Q8ZQ18|PTN001777307,ribosomal-protein-alanine N-acetyltransferase activity
5726,UniProtKB:Q8ZQ17|PTN002010951,ribonuclease activity
5727,UniProtKB:Q8ZQ17|PTN002010951,rRNA processing
5728,UniProtKB:Q8ZQ16|PTN001669153,enzyme-directed rRNA pseudouridine synthesis
5729,UniProtKB:Q8ZQ16|PTN001669153,pseudouridine synthase activity
5730,UniProtKB:Q8ZPP5|PTN001976330,protein histidine kinase activity
5731,UniProtKB:Q8ZPP5|PTN001976330,histidine phosphotransfer kinase activity
5732,UniProtKB:Q8ZPP5|PTN001976330,protein autophosphorylation
5733,UniProtKB:Q8ZPP5|PTN001976330,phosphorelay sensor kinase activity
5734,UniProtKB:Q8ZPP5|PTN001976330,integral component of plasma membrane
5735,UniProtKB:Q8ZQ14|PTN001711512,fatty acid biosynthetic process
5736,UniProtKB:Q8ZQ14|PTN001711512,3-oxoacyl-[acyl-carrier-protein] synthase activity
5737,UniProtKB:Q8ZQ14|PTN001711512,cytosol
5738,UniProtKB:Q8ZPP2|PTN001676507,transmembrane transporter activity
5739,UniProtKB:Q8ZPP2|PTN001676507,membrane
5740,UniProtKB:Q8ZPP2|PTN001676507,response to antibiotic
5741,UniProtKB:Q8ZPP2|PTN001676507,xenobiotic transmembrane transporter activity
5742,UniProtKB:Q8ZPP1|PTN001844222,riboflavin biosynthetic process
5743,UniProtKB:Q8ZPP1|PTN001844222,cytosol
5744,UniProtKB:Q8ZPP1|PTN001844222,riboflavin synthase activity
5745,UniProtKB:Q8ZPP0|PTN001920979,integral component of plasma membrane
5746,UniProtKB:Q8ZPP0|PTN001920979,xenobiotic transmembrane transporter activity
5747,UniProtKB:Q8ZPP0|PTN001920979,drug transmembrane transport
5748,UniProtKB:Q8ZQ08|PTN002221032,enzyme regulator activity
5749,UniProtKB:Q8ZQ08|PTN002221032,peptidoglycan biosynthetic process
5750,UniProtKB:Q8ZQ08|PTN002221032,periplasmic side of cell outer membrane
5751,UniProtKB:Q8ZQ02|PTN002023473,"peptidoglycan L,D-transpeptidase activity"
5752,UniProtKB:Q8ZQ02|PTN002023473,peptidoglycan-protein cross-linking
5753,UniProtKB:Q8ZQ01|PTN001796439,"regulation of transcription, DNA-templated"
5754,UniProtKB:Q8ZQ01|PTN001796439,DNA translocase activity
5755,UniProtKB:Q8ZQ01|PTN001796439,DNA binding
5756,UniProtKB:Q8ZQ01|PTN001796439,RNA polymerase core enzyme binding
5757,UniProtKB:Q8ZQ01|PTN001796439,"transcription-coupled nucleotide-excision repair, DNA damage recognition"
5758,UniProtKB:Q8ZPN9|PTN002013550,"regulation of transcription, DNA-templated"
5759,UniProtKB:Q8ZPN9|PTN002013550,transcription regulatory region sequence-specific DNA binding
5760,UniProtKB:Q8ZPN7|PTN001876100,cytosol
5761,UniProtKB:Q8ZPN5|PTN001713204,cytosol
5762,UniProtKB:Q8ZPN4|PTN002021260,transport
5763,UniProtKB:Q8ZPN4|PTN002021260,transmembrane transport
5764,UniProtKB:Q8ZPN4|PTN002021260,transmembrane transporter activity
5765,UniProtKB:Q8ZPN4|PTN002021260,plasma membrane
5766,UniProtKB:Q8ZPM8|PTN001631665,pyridoxal kinase activity
5767,UniProtKB:Q8ZPM8|PTN001631665,cytosol
5768,UniProtKB:Q8ZPM8|PTN001631665,pyridoxal 5'-phosphate salvage
5769,UniProtKB:Q8ZPM6|PTN001704035,plasma membrane
5770,UniProtKB:Q8ZPM6|PTN001704035,peptide:proton symporter activity
5771,UniProtKB:Q8ZPM6|PTN001704035,peptide transmembrane transporter activity
5772,UniProtKB:Q8ZPM6|PTN001704035,tripeptide transmembrane transporter activity
5773,UniProtKB:Q8ZPM6|PTN001704035,dipeptide transmembrane transporter activity
5774,UniProtKB:Q8ZPM6|PTN001704035,integral component of plasma membrane
5775,UniProtKB:Q8ZPM6|PTN001704035,integral component of membrane
5776,UniProtKB:Q8ZPM6|PTN001704035,oligopeptide transmembrane transporter activity
5777,UniProtKB:Q8ZPM5|PTN001621451,DNA N-glycosylase activity
5778,UniProtKB:Q8ZPM5|PTN001621451,"base-excision repair, AP site formation"
5779,UniProtKB:Q8ZPM3|PTN002023367,plasma membrane
5780,UniProtKB:Q8ZPL9|PTN001686065,cytosol
5781,UniProtKB:Q8ZPL9|PTN001686065,adenosine catabolic process
5782,UniProtKB:Q8ZPL9|PTN001686065,adenosine deaminase activity
5783,UniProtKB:Q8ZPL9|PTN001686065,inosine biosynthetic process
5784,UniProtKB:Q8ZPL9|PTN001686065,hypoxanthine salvage
5785,UniProtKB:Q8ZPL7|PTN001688488,fumarate metabolic process
5786,UniProtKB:Q8ZPL7|PTN001688488,tricarboxylic acid cycle
5787,UniProtKB:Q8ZPL7|PTN001688488,malate metabolic process
5788,UniProtKB:Q8ZPL7|PTN001688488,fumarate hydratase activity
5789,UniProtKB:Q8ZPL3|PTN001982453,DNA-binding transcription factor activity
5790,UniProtKB:Q8ZPL3|PTN001982453,cytosol
5791,UniProtKB:Q8ZPL3|PTN001982453,transcription regulatory region sequence-specific DNA binding
5792,UniProtKB:Q8ZPL3|PTN001982453,phosphorelay response regulator activity
5793,UniProtKB:Q8ZPL3|PTN001982453,protein-DNA complex
5794,UniProtKB:Q8ZPL3|PTN001982453,DNA-binding transcription activator activity
5795,UniProtKB:Q8ZPL0|PTN001605945,NADP binding
5796,UniProtKB:Q8ZPL0|PTN001605945,NAD(P)+ transhydrogenase activity
5797,UniProtKB:Q8ZPL0|PTN001605945,plasma membrane
5798,UniProtKB:Q8ZPL0|PTN001605945,NADPH regeneration
5799,UniProtKB:Q8ZPL0|PTN001605945,NAD binding
5800,UniProtKB:Q8ZPK8|PTN002017756,DNA-binding transcription factor activity
5801,UniProtKB:Q8ZPK8|PTN002017756,protein-DNA complex
5802,UniProtKB:Q8ZPK8|PTN002017756,"regulation of transcription, DNA-templated"
5803,UniProtKB:Q8ZPK8|PTN002017756,bacterial-type cis-regulatory region sequence-specific DNA binding
5804,UniProtKB:Q8ZPK7|PTN001826181,DNA binding
5805,UniProtKB:Q8ZPK7|PTN001826181,"transcription, DNA-templated"
5806,UniProtKB:Q8ZPK5|PTN001706851,plasma membrane
5807,UniProtKB:Q8ZPK1|PTN002014147,transmembrane transporter activity
5808,UniProtKB:Q8ZPK1|PTN002014147,glycine betaine transport
5809,UniProtKB:Q8ZPK1|PTN002014147,transport
5810,UniProtKB:Q8ZPK1|PTN002014147,plasma membrane
5811,UniProtKB:Q8ZPJ9|PTN002211288,dimethyl sulfoxide reductase complex
5812,UniProtKB:Q8ZPJ9|PTN002211288,plasma membrane
5813,UniProtKB:Q8ZPJ9|PTN002211288,dimethyl sulfoxide reductase activity
5814,UniProtKB:Q8ZPJ9|PTN002211288,anaerobic respiration
5815,UniProtKB:Q8ZPJ7|PTN001699724,anaerobic respiration
5816,UniProtKB:Q8ZPJ7|PTN001699724,outer membrane-bounded periplasmic space
5817,UniProtKB:Q8ZPJ7|PTN001699724,electron transfer activity
5818,UniProtKB:Q8ZPJ7|PTN001699724,molybdenum ion binding
5819,UniProtKB:Q8ZPJ6|PTN001699726,outer membrane-bounded periplasmic space
5820,UniProtKB:Q8ZPJ6|PTN001699726,molybdenum ion binding
5821,UniProtKB:Q8ZPJ6|PTN001699726,electron transfer activity
5822,UniProtKB:Q8ZPJ6|PTN001699726,anaerobic respiration
5823,UniProtKB:Q8ZPJ3|PTN001777430,diamine N-acetyltransferase activity
5824,UniProtKB:Q8ZPJ2|PTN002188999,integral component of plasma membrane
5825,UniProtKB:Q8ZPI8|PTN002022996,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
5826,UniProtKB:Q8ZPI5|PTN001922372,integral component of membrane
5827,UniProtKB:Q8ZPI5|PTN001922372,dipeptide transmembrane transporter activity
5828,UniProtKB:Q8ZPI5|PTN001922372,dipeptide transmembrane transport
5829,UniProtKB:Q8ZPI5|PTN001922372,plasma membrane
5830,UniProtKB:Q8ZPI4|PTN002013456,transcription regulatory region sequence-specific DNA binding
5831,UniProtKB:Q8ZPI4|PTN002013456,"regulation of transcription, DNA-templated"
5832,UniProtKB:Q8ZPI2|PTN001756277,glutamate biosynthetic process
5833,UniProtKB:Q8ZPI2|PTN001756277,glutamine catabolic process
5834,UniProtKB:Q8ZPI2|PTN001756277,glutaminase activity
5835,UniProtKB:Q8ZPH6|PTN002856729,protein maturation
5836,UniProtKB:Q8ZPH6|PTN002856729,nickel cation binding
5837,UniProtKB:Q8ZPH6|PTN002856729,zinc ion binding
5838,UniProtKB:Q8ZPH3|PTN002173000,protein maturation
5839,UniProtKB:Q8ZPH3|PTN002173000,carbon dioxide binding
5840,UniProtKB:Q8ZPH3|PTN002173000,iron ion binding
5841,UniProtKB:Q8ZPH1|PTN002020787,oxidation-reduction process
5842,UniProtKB:Q8ZPH1|PTN002020787,integral component of plasma membrane
5843,UniProtKB:Q8ZPH1|PTN002020787,heme binding
5844,UniProtKB:Q8ZPG9|PTN002011423,anaerobic respiration
5845,UniProtKB:Q8ZPG9|PTN002011423,[Ni-Fe] hydrogenase complex
5846,UniProtKB:Q8ZPG9|PTN002011423,membrane
5847,UniProtKB:Q8ZPG9|PTN002011423,electron transfer activity
5848,UniProtKB:Q8ZPG7|PTN001707526,galactitol-1-phosphate 5-dehydrogenase activity
5849,UniProtKB:Q8ZPG2|PTN001825871,transcription regulatory region sequence-specific DNA binding
5850,UniProtKB:Q8ZPG2|PTN001825871,"negative regulation of transcription, DNA-templated"
5851,UniProtKB:Q8ZPG1|PTN002017129,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
5852,UniProtKB:Q8ZPG1|PTN002017129,tRNA wobble guanine modification
5853,UniProtKB:Q8ZPG1|PTN002017129,queuosine biosynthetic process
5854,UniProtKB:Q8ZPF5|PTN002013996,"regulation of transcription, DNA-templated"
5855,UniProtKB:Q8ZPF5|PTN002013996,transcription regulatory region sequence-specific DNA binding
5856,UniProtKB:Q8ZPF5|PTN002013996,DNA-binding transcription factor activity
5857,UniProtKB:Q8ZPF1|PTN001621269,alpha-glucan catabolic process
5858,UniProtKB:Q8ZPF1|PTN001621269,trehalose biosynthetic process
5859,UniProtKB:Q8ZPF1|PTN001621269,"(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity"
5860,UniProtKB:Q8ZPE8|PTN001916830,cytosol
5861,UniProtKB:Q8ZPE8|PTN001916830,pyruvate metabolic process
5862,UniProtKB:Q8ZPE8|PTN001916830,malic enzyme activity
5863,UniProtKB:Q8ZPE8|PTN001916830,malate metabolic process
5864,UniProtKB:Q8ZPE7|PTN002012749,formate dehydrogenase complex
5865,UniProtKB:Q8ZPE7|PTN002012749,formate dehydrogenase (quinone) activity
5866,UniProtKB:Q8ZPE7|PTN002012749,integral component of membrane
5867,UniProtKB:Q8ZPE7|PTN002012749,formate oxidation
5868,UniProtKB:Q8ZPE7|PTN002012749,oxidoreductase activity
5869,UniProtKB:Q8ZPE7|PTN002012749,plasma membrane
5870,UniProtKB:Q8ZPE7|PTN002012749,anaerobic respiration
5871,UniProtKB:Q8ZPE1|PTN001699784,membrane
5872,UniProtKB:Q8ZPE1|PTN001699784,anaerobic respiration
5873,UniProtKB:Q8ZPE0|PTN001732915,membrane
5874,UniProtKB:Q8ZPE0|PTN001732915,anaerobic respiration
5875,UniProtKB:Q8ZPE0|PTN001732915,electron transfer activity
5876,UniProtKB:Q8ZPD9|PTN002023651,chaperone-mediated protein complex assembly
5877,UniProtKB:Q8ZPD9|PTN002023651,metallochaperone activity
5878,UniProtKB:Q8ZPD9|PTN002023651,nitrate assimilation
5879,UniProtKB:Q8ZPD8|PTN002023643,heme binding
5880,UniProtKB:Q8ZPD8|PTN002023643,electron transfer activity
5881,UniProtKB:Q8ZPD8|PTN002023643,nitrate reductase activity
5882,UniProtKB:Q8ZPD8|PTN002023643,anaerobic electron transport chain
5883,UniProtKB:Q8ZPC6|PTN001614813,"regulation of transcription, DNA-templated"
5884,UniProtKB:Q8ZPC6|PTN001614813,DNA-binding transcription factor activity
5885,UniProtKB:Q8ZPC5|PTN002015186,plasma membrane
5886,UniProtKB:Q8ZPC2|PTN002210139,cation efflux transmembrane transporter activity
5887,UniProtKB:Q8ZPC2|PTN002210139,plasma membrane
5888,UniProtKB:Q8ZPC0|PTN001777212,peptide-serine-N-acetyltransferase activity
5889,UniProtKB:Q8ZPC0|PTN001777212,N-acetyltransferase activity
5890,UniProtKB:Q8ZPC0|PTN001777212,ribosomal-protein-alanine N-acetyltransferase activity
5891,UniProtKB:Q8ZPC0|PTN001777212,cytoplasm
5892,UniProtKB:Q8ZPC0|PTN001777212,N-terminal peptidyl-serine acetylation
5893,UniProtKB:Q8ZPB9|PTN002203920,plasma membrane
5894,UniProtKB:Q8ZPB7|PTN001714996,"pentose-phosphate shunt, non-oxidative branch"
5895,UniProtKB:Q8ZPB7|PTN001714996,ribulose-phosphate 3-epimerase activity
5896,UniProtKB:Q8ZPB7|PTN001714996,cellular carbohydrate metabolic process
5897,UniProtKB:Q8ZPB7|PTN001714996,cytosol
5898,UniProtKB:Q8ZPB7|PTN001714996,metal ion binding
5899,UniProtKB:Q8ZPB7|PTN001714996,pentose catabolic process
5900,UniProtKB:Q8ZPB5|PTN001633612,plasma membrane
5901,UniProtKB:Q8ZPB5|PTN001633612,lactate oxidation
5902,UniProtKB:Q8ZPB5|PTN001633612,L-lactate dehydrogenase activity
5903,UniProtKB:Q8ZPB3|PTN002021014,outer membrane-bounded periplasmic space
5904,UniProtKB:Q8ZPB3|PTN002021014,beta-glucan biosynthetic process
5905,UniProtKB:Q8ZPB0|PTN002019179,sequence-specific DNA binding
5906,UniProtKB:Q8ZPB0|PTN002019179,cytosol
5907,UniProtKB:Q8ZPB0|PTN002019179,bacterial-type cis-regulatory region sequence-specific DNA binding
5908,UniProtKB:Q8ZPB0|PTN002019179,cytoplasm
5909,UniProtKB:Q8ZPB0|PTN002019179,"regulation of transcription, DNA-templated"
5910,UniProtKB:Q8ZPA9|PTN002079603,chemotaxis
5911,UniProtKB:Q8ZPA9|PTN002079603,integral component of plasma membrane
5912,UniProtKB:Q8ZPA9|PTN002079603,transmembrane signaling receptor activity
5913,UniProtKB:Q8ZPA8|PTN001708295,cytosol
5914,UniProtKB:Q8ZPA8|PTN001708295,S-(hydroxymethyl)glutathione dehydrogenase activity
5915,UniProtKB:Q8ZPA8|PTN001708295,zinc ion binding
5916,UniProtKB:Q8ZPA8|PTN001708295,formaldehyde catabolic process
5917,UniProtKB:Q8ZPA8|PTN001708295,"alcohol dehydrogenase activity, zinc-dependent"
5918,UniProtKB:Q8ZPA4|PTN001770022,regulation of mRNA stability
5919,UniProtKB:Q8ZPA4|PTN001770022,cytoplasm
5920,UniProtKB:Q8ZPA4|PTN001770022,mRNA 3'-UTR binding
5921,UniProtKB:Q8ZPA2|PTN002024066,amino acid transport
5922,UniProtKB:Q8ZPA2|PTN002024066,plasma membrane
5923,UniProtKB:Q8ZPA0|PTN002024101,amino acid transport
5924,UniProtKB:Q8ZPA0|PTN002024101,L-cystine transport
5925,UniProtKB:Q8ZPA0|PTN002024101,plasma membrane
5926,UniProtKB:Q8ZPA0|PTN002024101,L-cystine transmembrane transporter activity
5927,UniProtKB:Q8ZP99|PTN005029425,lipopolysaccharide biosynthetic process
5928,UniProtKB:Q8ZP99|PTN005029425,"transferase activity, transferring pentosyl groups"
5929,UniProtKB:Q8ZP99|PTN005029425,plasma membrane
5930,UniProtKB:Q8ZP99|PTN005029425,response to iron(III) ion
5931,UniProtKB:Q8ZP97|PTN002021754,heme binding
5932,UniProtKB:Q8ZP97|PTN002021754,plasma membrane
5933,UniProtKB:Q8ZP96|PTN002411028,plasma membrane
5934,UniProtKB:Q8ZP95|PTN001824023,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
5935,UniProtKB:Q8ZP95|PTN001824023,mRNA processing
5936,UniProtKB:Q8ZP95|PTN001824023,RNA binding
5937,UniProtKB:Q8ZP95|PTN001824023,intracellular
5938,UniProtKB:Q8ZP89|PTN002082344,response to oxidative stress
5939,UniProtKB:Q8ZP86|PTN002079615,transmembrane signaling receptor activity
5940,UniProtKB:Q8ZP86|PTN002079615,integral component of plasma membrane
5941,UniProtKB:Q8ZP86|PTN002079615,chemotaxis
5942,UniProtKB:Q8ZP82|PTN001614812,DNA-binding transcription factor activity
5943,UniProtKB:Q8ZP82|PTN001614812,"regulation of transcription, DNA-templated"
5944,UniProtKB:Q8ZP78|PTN002218404,pathogenesis
5945,UniProtKB:Q8ZP78|PTN002218404,cell outer membrane
5946,UniProtKB:Q8ZP73|PTN004738660,"regulation of transcription, DNA-templated"
5947,UniProtKB:Q8ZP73|PTN004738660,DNA-binding transcription factor activity
5948,UniProtKB:Q8ZP73|PTN004738660,transcription regulatory region sequence-specific DNA binding
5949,UniProtKB:Q8ZP71|PTN001713112,oxidoreductase activity
5950,UniProtKB:Q8ZP71|PTN001713112,cytosol
5951,UniProtKB:Q8ZP71|PTN001713112,alcohol dehydrogenase (NADP+) activity
5952,UniProtKB:Q8ZP71|PTN001713112,alditol:NADP+ 1-oxidoreductase activity
5953,UniProtKB:Q8ZP70|PTN002021972,sequence-specific DNA binding
5954,UniProtKB:Q8ZP70|PTN002021972,DNA-binding transcription factor activity
5955,UniProtKB:Q8ZP70|PTN002021972,"transcription, DNA-templated"
5956,UniProtKB:Q8ZP68|PTN002016625,outer membrane-bounded periplasmic space
5957,UniProtKB:Q8ZP68|PTN002016625,peptide transmembrane transporter activity
5958,UniProtKB:Q8ZP68|PTN002016625,peptide transport
5959,UniProtKB:Q8ZP61|PTN002141321,plasma membrane
5960,UniProtKB:Q8ZP52|PTN001705704,cytosol
5961,UniProtKB:Q8ZP52|PTN001705704,tricarboxylic acid cycle
5962,UniProtKB:Q8ZP52|PTN001705704,aconitate hydratase activity
5963,UniProtKB:Q8ZP52|PTN001705704,citrate metabolic process
5964,UniProtKB:Q8ZP52|PTN001705704,"4 iron, 4 sulfur cluster binding"
5965,UniProtKB:Q8ZP47|PTN001693733,potassium ion transmembrane transport
5966,UniProtKB:Q8ZP47|PTN001693733,voltage-gated potassium channel activity
5967,UniProtKB:Q8ZP47|PTN001693733,integral component of membrane
5968,UniProtKB:Q8ZP45|PTN002608532,cytosol
5969,UniProtKB:Q8ZP45|PTN002608532,alcohol dehydrogenase (NAD+) activity
5970,UniProtKB:Q8ZP40|PTN002023641,electron transfer activity
5971,UniProtKB:Q8ZP40|PTN002023641,nitrate reductase activity
5972,UniProtKB:Q8ZP40|PTN002023641,heme binding
5973,UniProtKB:Q8ZP40|PTN002023641,anaerobic electron transport chain
5974,UniProtKB:Q8ZP39|PTN002023653,metallochaperone activity
5975,UniProtKB:Q8ZP39|PTN002023653,chaperone-mediated protein complex assembly
5976,UniProtKB:Q8ZP39|PTN002023653,nitrate assimilation
5977,UniProtKB:Q8ZP38|PTN001732917,anaerobic respiration
5978,UniProtKB:Q8ZP38|PTN001732917,electron transfer activity
5979,UniProtKB:Q8ZP38|PTN001732917,membrane
5980,UniProtKB:Q8ZP37|PTN001699782,anaerobic respiration
5981,UniProtKB:Q8ZP37|PTN001699782,membrane
5982,UniProtKB:Q8ZP36|PTN001922118,nitrate transmembrane transporter activity
5983,UniProtKB:Q8ZP36|PTN001922118,integral component of plasma membrane
5984,UniProtKB:Q8ZP36|PTN001922118,nitrite efflux transmembrane transporter activity
5985,UniProtKB:Q8ZP36|PTN001922118,nitrite transport
5986,UniProtKB:Q8ZP36|PTN001922118,nitrate transport
5987,UniProtKB:Q8ZP33|PTN002218400,pathogenesis
5988,UniProtKB:Q8ZP33|PTN002218400,cell outer membrane
5989,UniProtKB:Q8ZP32|PTN002210182,integral component of plasma membrane
5990,UniProtKB:Q8ZP32|PTN002210182,cellular sodium ion homeostasis
5991,UniProtKB:Q8ZP32|PTN002210182,potassium:proton antiporter activity
5992,UniProtKB:Q8ZP32|PTN002210182,cellular potassium ion homeostasis
5993,UniProtKB:Q8ZP32|PTN002210182,sodium:proton antiporter activity
5994,UniProtKB:Q8ZP28|PTN002011422,membrane
5995,UniProtKB:Q8ZP28|PTN002011422,electron transfer activity
5996,UniProtKB:Q8ZP28|PTN002011422,anaerobic respiration
5997,UniProtKB:Q8ZP28|PTN002011422,[Ni-Fe] hydrogenase complex
5998,UniProtKB:Q8ZP26|PTN002020788,oxidation-reduction process
5999,UniProtKB:Q8ZP26|PTN002020788,integral component of plasma membrane
6000,UniProtKB:Q8ZP26|PTN002020788,heme binding
6001,UniProtKB:Q8ZP23|PTN002018385,aerobic electron transport chain
6002,UniProtKB:Q8ZP23|PTN002018385,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
6003,UniProtKB:Q8ZP23|PTN002018385,electron transfer activity
6004,UniProtKB:Q8ZP23|PTN002018385,cytochrome complex
6005,UniProtKB:Q8ZP21|PTN001699074,glutamate catabolic process
6006,UniProtKB:Q8ZP21|PTN001699074,glutamate dehydrogenase (NAD+) activity
6007,UniProtKB:Q8ZP17|PTN001792585,D-alanine catabolic process
