,gene_id,gene_ontology
4594,STM3825,"regulation of transcription, DNA-templated"
4595,STM3825,DNA-binding transcription factor activity
4596,STM3825,transcription regulatory region sequence-specific DNA binding
4597,STM3630,dipeptide transport
4598,STM3630,peptide transport
4599,STM3630,peptide transmembrane transporter activity
4600,STM3630,outer membrane-bounded periplasmic space
4601,STM3585,transmembrane transport
4602,STM3585,plasma membrane
4603,STM3585,transmembrane transporter activity
4604,STM3583,holo-[acyl-carrier-protein] synthase activity
4605,STM3583,lysine biosynthetic process via aminoadipic acid
4606,STM3576,zinc ion transmembrane transporter activity
4607,STM3576,cadmium ion transmembrane transporter activity
4608,STM3554,glycerol-3-phosphate transmembrane transport
4609,STM3554,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
4610,STM3554,glycerophosphodiester transmembrane transport
4611,STM3529,cytosol
4612,STM3514,glycogen phosphorylase activity
4613,STM3514,glycogen catabolic process
4614,STM3514,cytoplasm
4615,STM3514,pyridoxal phosphate binding
4616,STM3508,DNA recombination
4617,STM3508,double-stranded DNA endodeoxyribonuclease activity
4618,STM3496,phosphoglycolate phosphatase activity
4619,STM3496,dephosphorylation
4620,STM3496,DNA repair
4621,STM3496,cytosol
4622,STM3462,cellular lipid metabolic process
4623,STM3462,acylglycerol lipase activity
4624,STM3462,acetylesterase activity
4625,STM3462,short-chain carboxylesterase activity
4626,STM3462,medium-chain fatty acid biosynthetic process
4627,STM3462,medium-chain fatty acid catabolic process
4628,STM3420,integral component of plasma membrane
4629,STM3420,protein transmembrane transporter activity
4630,STM3420,signal sequence binding
4631,STM3420,cell envelope Sec protein transport complex
4632,STM3420,"SRP-dependent cotranslational protein targeting to membrane, translocation"
4637,STM3401,cytosol
4638,STM3401,NADP binding
4639,STM3401,shikimate 3-dehydrogenase (NADP+) activity
4640,STM3401,shikimate metabolic process
4641,STM3401,chorismate biosynthetic process
4642,STM3170,plasma membrane
4643,STM3170,transmembrane transporter activity
4644,STM3170,C4-dicarboxylate transport
4645,STM3153,plasma membrane
4649,STM3350,prosthetic group biosynthetic process
4650,STM3350,triphosphoribosyl-dephospho-CoA synthase activity
4651,STM3347,plasma membrane
4654,STM3129,phenylacetaldehyde dehydrogenase activity
4655,STM3335,cytosol
4656,STM3333,cytosine transmembrane transporter activity
4657,STM3333,plasma membrane
4658,STM3333,cytosine transport
4659,STM3330,glutamate biosynthetic process
4660,STM3330,oxidoreductase activity
4661,STM3330,glutamate synthase activity
4662,STM3330,ammonia assimilation cycle
4663,STM3318,cell outer membrane
4664,STM3318,glycolipid transfer activity
4665,STM3318,lipopolysaccharide transport
4666,STM3318,outer membrane-bounded periplasmic space
4671,STM3300,serine-type carboxypeptidase activity
4672,STM3300,peptidoglycan metabolic process
4673,STM3300,proteolysis
4677,STM3097,rRNA 5'-end processing
4678,STM3096,cytosol
4679,STM3284,tRNA modification
4680,STM3284,pseudouridine synthase activity
4681,STM3284,mRNA pseudouridine synthesis
4682,STM3282,3'-5'-exoribonuclease activity
4683,STM3282,cytosol
4684,STM3282,RNA catabolic process
4685,STM3282,polyribonucleotide nucleotidyltransferase activity
4686,STM3276,cytosol
4687,STM3264,enzyme regulator activity
4688,STM3264,periplasmic side of cell outer membrane
4689,STM3264,peptidoglycan biosynthetic process
4690,STM3074,transmembrane transporter activity
4691,STM3074,transmembrane transport
4692,STM3074,plasma membrane
4693,STM3073,plasma membrane
4695,STM3062,glyoxylate reductase (NADP) activity
4696,STM3062,cytosol
4697,STM3062,hydroxypyruvate reductase activity
4700,STM3058,peptidase activity
4701,STM3058,cytosol
4702,STM3058,aminopeptidase activity
4703,STM3057,2-octaprenyl-6-methoxyphenol hydroxylase activity
4704,STM3057,ubiquinone biosynthetic process
4705,STM3057,oxidoreductase activity
4706,STM3254,phosphofructokinase activity
4707,STM3254,1-phosphofructokinase activity
4708,STM3254,cytosol
4709,STM3048,iron-sulfur cluster assembly
4710,STM3241,formate C-acetyltransferase activity
4711,STM3241,threonine catabolic process
4712,STM3241,cytosol
4713,STM3038,cell outer membrane
4714,STM3038,cell division site
4715,STM3038,metalloendopeptidase activity
4716,STM3038,septum digestion after cytokinesis
4720,STM3222,plasma membrane
4721,STM3219,"fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway"
4722,STM3219,"2,4-dienoyl-CoA reductase (NADPH) activity"
4727,STM3217,chemotaxis
4728,STM3217,integral component of plasma membrane
4729,STM3217,transmembrane signaling receptor activity
4730,STM3216,transmembrane signaling receptor activity
4731,STM3216,chemotaxis
4732,STM3216,integral component of plasma membrane
4733,STM3214,FAD binding
4734,STM3214,ferric-chelate reductase (NADPH) activity
4735,STM3214,cellular response to iron ion starvation
4736,STM3214,siderophore transport
4737,STM3214,iron import into cell
4738,STM3201,[glutamate-ammonia-ligase] adenylyltransferase activity
4739,STM3201,cytosol
4740,STM3201,regulation of glutamine family amino acid metabolic process
4742,STM3183,cell wall modification
4743,STM3001,cytosol
4744,STM3001,dTMP biosynthetic process
4745,STM3001,thymidylate synthase activity
4746,STM2934,sulfur compound metabolic process
4747,STM2922,carboxy-lyase activity
4748,STM2922,ubiquinone biosynthetic process
4749,STM2922,3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
4750,STM2922,cytosol
4751,STM2922,cytoplasm
4752,STM2850,plasma membrane
4753,STM2834,kinase activity
4754,STM2834,phosphoenolpyruvate-dependent sugar phosphotransferase system
4755,STM2792,cytosol
4756,STM2792,gamma-aminobutyric acid catabolic process
4757,STM2792,4-aminobutyrate transaminase activity
4758,STM2792,pyridoxal phosphate binding
4764,STM2578,pyridoxine 5'-phosphate synthase activity
4765,STM2578,pyridoxine biosynthetic process
4766,STM2578,cytosol
4767,STM2751,phosphoenolpyruvate-dependent sugar phosphotransferase system
4768,STM2751,kinase activity
4769,STM2572,DNA-binding transcription factor activity
4770,STM2572,"regulation of transcription, DNA-templated"
4771,STM2560,integral component of plasma membrane
4772,STM2560,dipeptide transmembrane transporter activity
4773,STM2560,tripeptide transmembrane transporter activity
4774,STM2560,peptide:proton symporter activity
4775,STM2557,DNA-binding transcription activator activity
4776,STM2557,phosphorelay response regulator activity
4777,STM2557,protein-DNA complex
4778,STM2557,transcription regulatory region sequence-specific DNA binding
4779,STM2557,cytosol
4780,STM2539,cytosol
4783,STM2528,dimethyl sulfoxide reductase complex
4784,STM2528,dimethyl sulfoxide reductase activity
4785,STM2528,anaerobic respiration
4786,STM2528,plasma membrane
4789,STM2483,FtsZ-dependent cytokinesis
4790,STM2483,cytosol
4791,STM2483,succinyl-diaminopimelate desuccinylase activity
4792,STM2483,lysine biosynthetic process via diaminopimelate
4799,STM2644,transcription regulatory region sequence-specific DNA binding
4800,STM2644,"regulation of transcription, DNA-templated"
4801,STM2348,maleylacetoacetate isomerase activity
4802,STM2348,glutathione metabolic process
4803,STM2348,glutathione transferase activity
4804,STM2348,L-phenylalanine catabolic process
4805,STM2274,intrinsic component of membrane
4806,STM2274,transmembrane transporter activity
4807,STM2274,plasma membrane
4808,STM2263,ATPase-coupled transmembrane transporter activity
4809,STM2263,ATP-binding cassette (ABC) transporter complex
4810,STM2263,ATP binding
4811,STM2184,plasma membrane
4812,STM2184,response to drug
4813,STM2183,cytidine deaminase activity
4814,STM2183,zinc ion binding
4815,STM2183,cytosol
4816,STM2183,cytidine deamination
4823,STM2155,methionyl-tRNA aminoacylation
4824,STM2155,cytosol
4825,STM2155,tRNA aminoacylation for protein translation
4826,STM2155,methionine-tRNA ligase activity
4829,STM2125,cytosol
4830,STM2067,3'-5'-exoribonuclease activity
4831,STM2050,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
4836,STM1907,copper ion homeostasis
4837,STM1907,copper ion binding
4838,STM1885,cytosol
4839,STM1885,hydro-lyase activity
4840,STM1885,phosphogluconate dehydratase activity
4841,STM1883,cytosol
4842,STM1874,plasma membrane
4843,STM1847,cytosol
4844,STM1847,methionine-R-sulfoxide reductase activity
4845,STM1843,integral component of plasma membrane
4846,STM1843,transmembrane transporter activity
4847,STM1843,transmembrane transport
4848,STM1792,heme binding
4849,STM1792,plasma membrane
4850,STM1792,aerobic electron transport chain
4851,STM1792,electron transfer activity
4852,STM1792,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
4853,STM1792,cytochrome complex
4854,STM1781,succinate transmembrane transporter activity
4855,STM1781,succinate transmembrane transport
4856,STM1781,fumarate transmembrane transporter activity
4857,STM1781,fumarate transport
4858,STM1781,L-aspartate transmembrane transporter activity
4859,STM1760,ubiquitin-dependent ERAD pathway
4860,STM1760,ubiquitin-protein transferase activity
4861,STM1732,cell outer membrane
4862,STM1732,transmembrane transport
4863,STM1690,cytosol
4864,STM1684,plasma membrane
4865,STM1676,alcohol dehydrogenase (NADP+) activity
4866,STM1676,cytosol
4867,STM1676,alditol:NADP+ 1-oxidoreductase activity
4868,STM1647,D-lactate dehydrogenase activity
4869,STM1640,plasma membrane
4870,STM1598,transaminase activity
4871,STM1598,alpha-amino acid metabolic process
4872,STM1590,"transferase activity, transferring acyl groups other than amino-acyl groups"
4873,STM1575,"regulation of transcription, DNA-templated"
4874,STM1575,transcription regulatory region sequence-specific DNA binding
4875,STM1575,DNA-binding transcription factor activity
4876,STM1536,cellular protein modification process
4877,STM1536,endopeptidase activity
4878,STM1536,protein processing
4879,STM1506,galactitol-1-phosphate 5-dehydrogenase activity
4881,STM1471,phosphorelay sensor kinase activity
4882,STM1471,integral component of plasma membrane
4883,STM1448,pyridoxamine-phosphate oxidase activity
4884,STM1448,pyridoxal phosphate biosynthetic process
4885,STM1209,peptidoglycan turnover
4886,STM1202,cytosol
4887,STM1392,phosphorelay sensor kinase activity
4888,STM1392,protein autophosphorylation
4889,STM1392,histidine phosphotransfer kinase activity
4890,STM1392,integral component of plasma membrane
4891,STM1380,glycerolipid catabolic process
4892,STM1380,triglyceride lipase activity
4893,STM1375,"peptidoglycan L,D-transpeptidase activity"
4894,STM1375,peptidoglycan-protein cross-linking
4895,STM1158,heme binding
4896,STM1158,plasma membrane
4897,STM1368,L-cystine transmembrane transporter activity
4898,STM1368,transmembrane transporter activity
4899,STM1368,membrane
4900,STM1368,plasma membrane
4901,STM1132,plasma membrane
4902,STM1132,carboxylic acid transmembrane transporter activity
4903,STM1132,carboxylic acid transport
4904,STM1131,oligosaccharide transport
4905,STM1131,porin activity
4906,STM1131,integral component of cell outer membrane
4907,STM1347,3-deoxy-7-phosphoheptulonate synthase activity
4908,STM1347,aromatic amino acid family biosynthetic process
4909,STM1347,cytoplasm
4910,STM1107,plasma membrane
4911,STM1107,intrinsic component of membrane
4912,STM1107,transmembrane transporter activity
4913,STM1333,threonine-tRNA ligase activity
4914,STM1333,threonyl-tRNA aminoacylation
4915,STM1333,cytosol
4916,STM1098,pyrimidine nucleobase catabolic process
4917,STM1098,riboflavin reductase (NADPH) activity
4918,STM1326,phosphofructokinase activity
4919,STM1326,cytosol
4920,STM1326,6-phosphofructokinase activity
4921,STM3470,regulation of cell division
4922,STM3905,threonine catabolic process
4923,STM3905,isoleucine biosynthetic process
4924,STM3905,L-threonine ammonia-lyase activity
4925,STM2081,"pentose-phosphate shunt, oxidative branch"
4926,STM2081,D-gluconate catabolic process
4927,STM2081,NADP binding
4928,STM2081,cytosol
4929,STM2081,phosphogluconate dehydrogenase (decarboxylating) activity
4930,STM1338,phenylalanyl-tRNA aminoacylation
4931,STM1338,phenylalanine-tRNA ligase complex
4932,STM4490,bacterial nucleoid
4933,STM4490,restriction endodeoxyribonuclease activity
4934,STM4481,DNA-binding transcription factor activity
4935,STM4481,"regulation of transcription, DNA-templated"
4936,STM4481,transcription regulatory region sequence-specific DNA binding
4937,STM4453,oligosaccharide catabolic process
4938,STM4453,alpha-amylase activity
4939,STM4446,selenocysteinyl-tRNA(Sec) biosynthetic process
4940,STM4446,L-seryl-tRNASec selenium transferase activity
4941,STM4591,cell adhesion involved in single-species biofilm formation
4942,STM4591,pilus
4943,STM4591,pilus organization
4944,STM4590,plasma membrane
4945,STM4588,phosphorelay response regulator activity
4946,STM4588,cytosol
4947,STM4588,protein-DNA complex
4948,STM4588,DNA-binding transcription activator activity
4949,STM4588,transcription regulatory region sequence-specific DNA binding
4950,STM4410,integral component of plasma membrane
4951,STM4410,TAM protein secretion complex
4952,STM4410,protein secretion
4953,STM4576,protein lipoylation
4954,STM4576,lipoyltransferase activity
4955,STM4576,cytoplasm
4956,STM4576,lipoate-protein ligase activity
4957,STM4572,cell outer membrane
4958,STM4572,pilus assembly
4959,STM4572,fimbrial usher porin activity
4960,STM4567,deoxyribose-phosphate aldolase activity
4961,STM4567,carbohydrate catabolic process
4962,STM4567,deoxyribonucleotide catabolic process
4963,STM4380,hydrolase activity
4964,STM2415,cytosol
4965,STM2415,glutamyl-tRNA aminoacylation
4966,STM2415,glutamate-tRNA ligase activity
4967,STM0117,cytosol
4968,STM0117,isoleucine biosynthetic process
4969,STM0117,acetolactate synthase activity
4970,STM0117,valine biosynthetic process
4971,STM0369,"propionate metabolic process, methylcitrate cycle"
4972,STM0369,citrate (Si)-synthase activity
4973,STM0369,carbohydrate metabolic process
4974,STM0369,2-methylcitrate synthase activity
4975,STM0369,tricarboxylic acid cycle
4976,STM2384,FMN binding
4977,STM2384,chorismate biosynthetic process
4978,STM2384,cytosol
4979,STM2384,chorismate synthase activity
4980,STM2384,aromatic amino acid family biosynthetic process
4981,STM0091,4-hydroxythreonine-4-phosphate dehydrogenase activity
4982,STM0091,pyridoxine biosynthetic process
4983,STM0091,pyridoxal phosphate biosynthetic process
4984,STM0542,tetrahydrofolate interconversion
4985,STM0542,cytosol
4986,STM0542,methenyltetrahydrofolate cyclohydrolase activity
4987,STM0542,methylenetetrahydrofolate dehydrogenase (NADP+) activity
4988,STM1358,"3,4-dihydroxybenzoate biosynthetic process"
4989,STM1358,3-dehydroquinate dehydratase activity
4990,STM0998,cytosol
4991,STM0998,L-tyrosine:2-oxoglutarate aminotransferase activity
4992,STM0998,L-aspartate:2-oxoglutarate aminotransferase activity
4993,STM0998,pyridoxal phosphate binding
4994,STM0998,identical protein binding
4995,STM0998,L-phenylalanine biosynthetic process from chorismate via phenylpyruvate
4996,STM0998,transaminase activity
4997,STM1117,phosphatase activity
4998,STM1117,outer membrane-bounded periplasmic space
4999,STM1117,sugar-phosphatase activity
5000,STM1117,dephosphorylation
5001,STM3371,nucleoside-triphosphate diphosphatase activity
5002,STM1189,nucleoside-triphosphate diphosphatase activity
5003,STM2546,inositol monophosphate 1-phosphatase activity
5004,STM2546,signal transduction
5005,STM2546,inositol phosphate dephosphorylation
5006,STM2546,inositol metabolic process
5007,STM1160,cytosol
5008,STM1160,sarcosine oxidase activity
5017,STM4162,cytosol
5018,STM4162,cytoplasm
5019,STM4162,nucleotidyltransferase activity
5020,STM4163,thiamine-phosphate diphosphorylase activity
5021,STM4163,thiamine biosynthetic process
5022,STM4163,cytoplasm
5023,STM4164,cytosol
5024,STM4164,thiamine biosynthetic process
5025,STM4167,heme biosynthetic process
5026,STM4167,uroporphyrinogen decarboxylase activity
5027,STM4167,cytosol
5028,STM4167,protoporphyrinogen IX biosynthetic process from glutamate
5029,STM4022,6-sulfoquinovose(1-) catabolic process
5030,STM4022,6-deoxy-6-sulfofructose-1-phosphate aldolase activity
5031,STM4018,integral component of plasma membrane
5032,STM4018,transporter activity
5033,STM4018,organic substance transport
5034,STM4017,integral component of plasma membrane
5035,STM4017,transporter activity
5036,STM4017,organic substance transport
5042,STM3961,membrane
5043,STM3961,lipase activity
5044,STM3961,lysophospholipase activity
5053,STM3983,enoyl-CoA hydratase activity
5054,STM3983,fatty acid beta-oxidation
5055,STM3983,long-chain-3-hydroxyacyl-CoA dehydrogenase activity
5056,STM3985,polysome
5057,STM3985,protein kinase inhibitor activity
5058,STM3985,ribosome binding
5059,STM3985,regulation of eIF2 alpha phosphorylation by amino acid starvation
5060,STM3985,positive regulation of translational initiation in response to starvation
5061,STM3985,negative regulation of protein phosphorylation
5062,STM3985,polysome binding
5063,STM3987,FMN binding
5064,STM3987,oxygen-dependent protoporphyrinogen oxidase activity
5065,STM3987,cytosol
5066,STM3987,menaquinone-dependent protoporphyrinogen oxidase activity
5067,STM3987,heme biosynthetic process
5068,STM4451,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
5069,STM2542,cellular iron ion homeostasis
5070,STM2542,ferrous iron binding
5071,STM2542,cytoplasm
5072,STM2542,"2 iron, 2 sulfur cluster binding"
5073,STM2542,"4 iron, 4 sulfur cluster binding"
5077,STM2554,organic substance transport
5078,STM2554,lactose:proton symporter activity
5079,STM2554,integral component of plasma membrane
5080,STM2554,lactose binding
5087,STM2648,cytosol
5088,STM2648,RNA methyltransferase activity
5089,STM2648,RNA methylation
5090,STM2652,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
5091,STM2652,cytosol
5092,STM2660,cytoplasm
5093,STM2660,ATPase activity
5094,STM2660,cellular response to heat
5095,STM2665,ribosome binding
5096,STM2665,cytosolic small ribosomal subunit
5097,STM2665,ribosomal small subunit binding
5098,STM2665,negative regulation of translational elongation
5099,STM3319,plasma membrane
5100,STM3322,protein kinase activator activity
5101,STM3322,regulation of ion transmembrane transporter activity
5102,STM3341,cytosol
5103,STM3341,ribosome
5104,STM3341,positive regulation of protein catabolic process
5105,STM3367,"regulation of transcription, DNA-templated"
5106,STM3367,transcription regulatory region sequence-specific DNA binding
5107,STM3368,cytosol
5108,STM3372,plasma membrane
5109,STM3372,regulation of cell shape
5110,STM3386,methyltransferase activity
5111,STM3386,site-specific DNA-methyltransferase (adenine-specific) activity
5112,STM3386,cytoplasm
5113,STM3414,cytosolic large ribosomal subunit
5114,STM3414,structural constituent of ribosome
5115,STM3414,large ribosomal subunit
5116,STM3424,cytosolic large ribosomal subunit
5117,STM3424,5S rRNA binding
5118,STM3430,cytosolic large ribosomal subunit
5119,STM3430,large ribosomal subunit rRNA binding
5120,STM3430,structural constituent of ribosome
5121,STM3438,structural constituent of ribosome
5122,STM3438,ribosomal large subunit assembly
5123,STM3438,cytosolic large ribosomal subunit
5124,STM3464,kinase activity
5125,STM3542,gluconokinase activity
5126,STM3542,D-gluconate catabolic process
5127,STM3543,DNA-binding transcription factor activity
5128,STM3543,transcription regulatory region sequence-specific DNA binding
5129,STM3543,"regulation of transcription, DNA-templated"
5130,STM3570,extrinsic component of cytoplasmic side of plasma membrane
5131,STM3570,cell division
5132,STM3570,transmembrane transport
5133,STM3570,plasma membrane
5134,STM3570,transmembrane transporter activity
5135,STM3575,alkenylglycerophosphocholine hydrolase activity
5136,STM3575,alkenylglycerophosphoethanolamine hydrolase activity
5137,STM3596,23S rRNA (adenine(2030)-N(6))-methyltransferase activity
5138,STM3596,cytosol
5139,STM3596,rRNA base methylation
5140,STM3685,protein-phosphocysteine-sugar phosphotransferase activity
5141,STM3685,plasma membrane
5142,STM3685,phosphoenolpyruvate-dependent sugar phosphotransferase system
5143,STM3687,"negative regulation of transcription, DNA-templated"
5144,STM3702,cellular response to oxidative stress
5145,STM3702,cytoplasm
5146,STM3702,glutathione-disulfide reductase activity
5147,STM3747,xanthine transmembrane transporter activity
5148,STM3747,xanthine transport
5149,STM3747,integral component of plasma membrane
5150,STM3750,organic substance transport
5151,STM3750,integral component of plasma membrane
5152,STM3750,transporter activity
5153,STM3785,"negative regulation of transcription, DNA-templated"
5154,STM3885,cytosol
5155,STM3795,acetolactate synthase activity
5156,STM3795,cytosol
5157,STM3795,isoleucine biosynthetic process
5158,STM3795,valine biosynthetic process
5159,STM3820,cytochrome-c peroxidase activity
5160,STM3849,lysine biosynthetic process via aminoadipic acid
5161,STM3849,holo-[acyl-carrier-protein] synthase activity
5162,STM3868,"proton-transporting ATP synthase activity, rotational mechanism"
5163,STM3868,ATP synthesis coupled proton transport
5164,STM3868,"proton-transporting ATP synthase complex, catalytic core F(1)"
5165,STM3871,integral component of plasma membrane
5166,STM3871,plasma membrane ATP synthesis coupled proton transport
5167,STM3871,"proton-transporting ATP synthase activity, rotational mechanism"
5168,STM3871,"proton-transporting ATP synthase complex, coupling factor F(o)"
5169,STM3867,ATP binding
5170,STM3867,plasma membrane
5171,STM3867,ATPase activity
5172,STM3867,ADP binding
5173,STM3867,"proton-transporting ATP synthase complex, catalytic core F(1)"
5174,STM3867,ATP synthesis coupled proton transport
5175,STM3883,plasma membrane
5176,STM3883,integral component of membrane
5177,STM3975,proton motive force dependent protein transmembrane transporter activity
5178,STM3975,TAT protein transport complex
5179,STM3975,protein transport by the Tat complex
5180,STM3975,intracellular protein transmembrane transport
5182,STM4029,"transferase activity, transferring acyl groups other than amino-acyl groups"
5185,STM4058,integral component of membrane
5186,STM4058,plasma membrane
5187,STM4058,phosphorelay sensor kinase activity
5188,STM4083,plasma membrane
5189,STM4094,"regulation of transcription, DNA-templated"
5190,STM4094,transcription regulatory region sequence-specific DNA binding
5191,STM4094,DNA-binding transcription factor activity
5195,STM4125,bacterial-type cis-regulatory region sequence-specific DNA binding
5196,STM4125,protein-DNA complex
5197,STM4125,DNA-binding transcription factor activity
5198,STM4125,"regulation of transcription, DNA-templated"
5199,STM4234,4-hydroxybenzoate octaprenyltransferase activity
5200,STM4234,ubiquinone biosynthetic process
5201,STM4234,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
5202,STM4324,copper ion binding
5203,STM4326,aspartate ammonia-lyase activity
5204,STM4326,cytosol
5205,STM4326,aspartate metabolic process
5209,STM4368,cytosol
5210,STM4407,plasma membrane
5211,STM4411,cytosol
5212,STM4438,cytosol
5213,STM4511,"regulation of transcription, DNA-templated"
5214,STM4511,transcription regulatory region sequence-specific DNA binding
5215,STM4513,plasma membrane
5219,STM4561,response to osmotic stress
5220,STM4561,outer membrane-bounded periplasmic space
5221,STM4578,L-serine biosynthetic process
5222,STM4578,dephosphorylation
5223,STM4578,cytoplasm
5224,STM4578,magnesium ion binding
5225,STM4578,phosphoserine phosphatase activity
5226,STM4587,cytosol
5227,STM4598,DNA-binding transcription activator activity
5228,STM4598,phosphorelay response regulator activity
5229,STM4598,cytosol
5230,STM4598,transcription regulatory region sequence-specific DNA binding
5231,STM4598,protein-DNA complex
5232,STM3562,plasma membrane
5233,STM3562,branched-chain amino acid transport
5234,STM3562,branched-chain amino acid transmembrane transporter activity
5235,STM0145,nicotinate-nucleotide diphosphorylase (carboxylating) activity
5236,STM0145,quinolinate catabolic process
5237,STM0145,NAD biosynthetic process
5238,STM0145,cytoplasm
5239,STM0009,succinate transmembrane transport
5240,STM0009,acetate transmembrane transport
5241,STM0009,acetate:proton symporter activity
5242,STM0009,plasma membrane
5243,STM0592,siderophore-dependent iron import into cell
5244,STM0592,transmembrane transporter activity
5245,STM0592,integral component of plasma membrane
5246,STM0616,"DNA-templated transcription, elongation"
5247,STM0629,"negative regulation of DNA-templated transcription, termination"
5248,STM0629,nucleic acid binding
5249,STM0629,RNA binding
5250,STM0629,"transcription antitermination factor activity, RNA binding"
5251,STM0629,regulation of gene expression
5252,STM0629,cytosol
5253,STM0634,"regulation of transcription, DNA-templated"
5254,STM0639,integral component of plasma membrane
5255,STM0639,regulation of cell shape
5256,STM0639,cell division
5257,STM0639,lipid-linked peptidoglycan transporter activity
5258,STM0639,cell division site
5259,STM0642,negative regulation of translation
5260,STM0642,ribosomal large subunit binding
5261,STM0642,negative regulation of ribosome biogenesis
5262,STM0646,DNA polymerase III complex
5263,STM0646,DNA-dependent DNA replication
5265,STM0664,plasma membrane
5266,STM0664,amino acid transport
5267,STM0669,cytosol
5268,STM0669,ATP binding
5269,STM0681,phosphatase activity
5272,STM0693,"negative regulation of transcription, DNA-templated"
5273,STM0693,transcription regulatory region sequence-specific DNA binding
5274,STM0693,negative regulation of siderophore biosynthetic process
5275,STM0693,regulation of secondary metabolite biosynthetic process
5276,STM0693,zinc ion binding
5277,STM0693,cytosol
5278,STM0693,DNA-binding transcription factor activity
5283,STM0033,nucleotide catabolic process
5284,STM0033,5'-nucleotidase activity
5285,STM0033,UDP-sugar diphosphatase activity
5286,STM0033,outer membrane-bounded periplasmic space
5287,STM0733,cytochrome complex assembly
5288,STM0733,electron transfer activity
5289,STM0733,aerobic respiration
5290,STM0733,plasma membrane
5291,STM0733,heme binding
5292,STM0045,FMN biosynthetic process
5293,STM0045,riboflavin kinase activity
5294,STM0045,riboflavin metabolic process
5295,STM0745,protein import
5296,STM0745,integral component of plasma membrane
5297,STM0746,integral component of plasma membrane
5298,STM0749,cell outer membrane
5299,STM0782,plasma membrane
5300,STM0803,cytosol
5301,STM0108,thiamine transport
5302,STM0108,outer membrane-bounded periplasmic space
5303,STM0108,thiamine binding
5304,STM0108,transport
5305,STM0108,thiamine pyrophosphate binding
5306,STM0121,cell division site
5307,STM0121,FtsZ-dependent cytokinesis
5308,STM0121,integral component of plasma membrane
5309,STM0122,integral component of plasma membrane
5310,STM0122,cell wall organization
5311,STM0122,penicillin binding
5312,STM0127,cell division
5313,STM0127,lipid-linked peptidoglycan transporter activity
5314,STM0127,regulation of cell shape
5315,STM0127,cell division site
5316,STM0127,integral component of plasma membrane
5317,STM0829,amino acid transport
5318,STM0829,plasma membrane
5319,STM0132,cell division site
5320,STM0132,cell division
5321,STM0132,cytoplasmic side of plasma membrane
5322,STM0144,type IV pilus biogenesis
5323,STM0144,type IV pilus-dependent motility
5324,STM0144,type IV pilus
5325,STM0837,"peptidoglycan L,D-transpeptidase activity"
5326,STM0837,peptidoglycan-protein cross-linking
5327,STM0842,phosphatase activity
5328,STM0842,cytosol
5329,STM0842,magnesium ion binding
5335,STM0889,plasma membrane
5336,STM0943,nucleic acid binding
5337,STM0943,regulation of gene expression
5338,STM0952,DNA-binding transcription factor activity
5339,STM0952,"transcription, DNA-templated"
5340,STM0952,sequence-specific DNA binding
5341,STM0205,plasma membrane
5342,STM0962,enzyme activator activity
5343,STM0962,regulation of DNA repair
5344,STM0962,DNA-dependent DNA replication
5345,STM0962,single-stranded DNA helicase activity
5346,STM0222,CDP-diacylglycerol biosynthetic process
5347,STM0222,plasma membrane
5348,STM0222,phosphatidate cytidylyltransferase activity
5349,STM0966,plasma membrane
5350,STM0966,anaerobic respiration
5351,STM0966,dimethyl sulfoxide reductase complex
5352,STM0966,dimethyl sulfoxide reductase activity
5353,STM0973,cytosol
5354,STM0973,threonine catabolic process
5355,STM0973,formate C-acetyltransferase activity
5356,STM0974,formate transmembrane transporter activity
5357,STM0974,formate transport
5358,STM0974,integral component of plasma membrane
5359,STM0981,structural constituent of ribosome
5360,STM0981,cytosolic small ribosomal subunit
5361,STM0981,translation
5362,STM0981,mRNA binding
5363,STM0987,cytosol
5364,STM1074,plasma membrane
5365,STM1083,acylphosphatase activity
5368,STM1105,cytoplasm
5369,STM1105,2-oxopent-4-enoate hydratase activity
5370,STM0397,transcription regulatory region sequence-specific DNA binding
5371,STM0397,phosphorelay response regulator activity
5372,STM0397,DNA-binding transcription activator activity
5373,STM0397,protein-DNA complex
5374,STM0397,cytosol
5375,STM0402,cytosol
5376,STM0402,hydrogen peroxide catabolic process
5377,STM0402,cellular response to stress
5378,STM0402,thioredoxin peroxidase activity
5379,STM0402,response to oxidative stress
5380,STM0402,cell redox homeostasis
5385,STM1136,zinc ion binding
5386,STM1136,bacterial-type flagellum-dependent swarming motility
5387,STM1136,phosphoric ester hydrolase activity
5388,STM1136,cytosol
5389,STM1198,para-aminobenzoic acid biosynthetic process
5390,STM1198,carboxylic acid metabolic process
5391,STM1198,4-amino-4-deoxychorismate lyase activity
5392,STM1198,cytosol
5393,STM0440,aerobic electron transport chain
5394,STM0440,integral component of plasma membrane
5395,STM0440,proton transmembrane transporter activity
5396,STM0440,cytochrome bo3 ubiquinol oxidase activity
5397,STM0440,electron transport coupled proton transport
