Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified,RNA,RNA_strains
85569.294,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V105,,85569,WGS,V105,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-14T00:00:00Z,24030491,PRJEB2189,SAMEA1522020,GCF_001222365.1,ERR170661,CTMR01000000,,SC,,,20x,,,,88,4974926,52.11,5128,4659,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",1997,United Kingdom,United Kingdom: Scotland,,,,,,"Cow, Bos taurus",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:V105,99.8,99,100,,,Good,2016-01-17T16:49:16.694Z,2016-01-17T16:49:16.694Z,No_RNA_Seq,
90371.3652,Salmonella enterica subsp. enterica serovar Typhimurium strain 15332-3,,90371,WGS,15332-3,Typhimurium,,,MLST.Salmonella_enterica.99,,,,2019-08-13T00:00:00Z,31249336,PRJNA477384,SAMN09469513,GCA_007994655.1,,QMAC01000000,,Northern Arizona University,,Illumina MiSeq,46x,SPAdes v. 3.10.1,,,105,4920541,52.161682,5264,5047,,spleen,isolated from renal granulomas of olive ridley turtles from the Pacific Ocean,2000-09-28,Pacific Ocean,Pacific Ocean: Near Hawaii,,,,,,Nycticorax nycticorax,,,,,,,,,,,,,,,,,,,Salmonella spp. were isolated from renal granulomas of olive ridley turtles from the Pacific Ocean. Whole genome shotgun sequencing was conducted on these isolates to understand the evolutionary relationships among these pathogens and previously characterized Salmonella isolates. Several additional isolates from birds and turtles were also sequenced for comparison.,sample_type:tissue sample,99.8,98.9,,,,Good,2019-10-01T18:16:53.415Z,2019-10-01T18:16:53.415Z,No_RNA_Seq,
90371.2808,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN068042,,90371,WGS,CFSAN068042,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2017-11-29T00:00:00Z,,PRJNA186035,SAMN08017409,GCA_002798525.1,,PHIR01000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,203x,CLC Genomics Workbench 10 v. Nov-2017,,,85,4852541,52.03,5095,4896,,herd environment,,2006,Brazil,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:FDA,99.6,98.4,100,0.2,,Good,2018-01-01T00:57:25.370Z,2018-01-01T00:57:25.370Z,No_RNA_Seq,
90371.2473,Salmonella enterica subsp. enterica serovar Typhimurium strain R8_6089_R1,,90371,WGS,R8_6089_R1,,,,MLST.Salmonella_enterica.19,,,,2017-04-13T00:00:00Z,28389536,PRJNA308370,SAMN04394838,GCA_002090995.1,,NAAY00000000,,,,,20x,,,,124,5084813,52.01,5480,5214,,Human,,2010,United States,USA: New York,,,,,,"Human, Homo sapiens",,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,,isolate:HUM_TYPH_NY_10_R8_6089,99.6,97.3,100,0.7,,Good,2017-05-28T17:34:06.916Z,2017-05-28T17:34:06.916Z,No_RNA_Seq,
1124971.4,Salmonella enterica subsp. enterica serovar Typhimurium str. 34502,Salmonella enterica subsp. enterica serovar Typhimurium str. 34502,1124971,WGS,34502,serovar Typhimurium,,,MLST.Salmonella_enterica.213,, ,,2013-10-17T00:00:00Z,,PRJNA78371,SAMN01814034,GCA_000474555.1,SRR955277,AUQT00000000,-,FDA,WGS,454 GS FLX,22x,Newbler v. 2.6,,,77,5185783,52,5290,5017,,swine,,,,,,,,,,"Pig, Sus scrofa",,,,,,,,,,,,,,,,,,,Genome sequencing project,,99.7,98.6,100,0.5,,Good,2014-12-08T22:12:52.539Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.3859,Salmonella enterica subsp. enterica serovar Typhimurium strain S08761-96,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266553,,,,ERR1251417,,,,,,20x,,,,89,4994551,52.1922,5112,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,95.9,,,,Good,2020-02-28T19:58:38.226Z,2020-02-28T19:58:38.226Z,No_RNA_Seq,
85569.332,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V90,,85569,WGS,V90,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-13T00:00:00Z,24030491,PRJEB2189,SAMEA1521991,GCF_001223365.1,ERR170646,CTPQ01000000,,SC,,,20x,,,,87,4876831,52.1,4983,4533,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",1995,United Kingdom,United Kingdom: Scotland,,,,,,"Cow, Bos taurus",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:V90,99.8,99,100,,,Good,2016-01-17T16:49:34.214Z,2016-01-17T16:49:34.214Z,No_RNA_Seq,
90371.2126,Salmonella enterica subsp. enterica serovar Typhimurium strain R8_0865_R1,,90371,WGS,R8_0865_R1,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2017-01-18T00:00:00Z,28389536,PRJNA308370,SAMN04394826,GCF_001955195.1,,MOCU00000000,,Cornell University,,Illumina HiSeq,57.0872x,SPAdes v. 3.8.0,,,103,4886308,52.03,5014,4649,,Bovine,,2008,United States,USA: New York state,,,,,,"Cow, Bos taurus",,,Salmonella infections or carrier,,,,Susceptible;Resistant,AMR Panel,,,,,,C,,,,,"Illumina paired-end reads for Salmonella enterica isolates of either Typhimurium, Newport, or Dublin serotype, from either New York state or Washington state, and from either bovine or human sources.",collected_by:Cornell University;isolate:BOV_TYPH_NY_08_R8_0865,99.6,99,100,0.4,,Good,2017-03-20T05:40:11.053Z,2017-03-20T05:40:11.053Z,No_RNA_Seq,
90371.1829,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033907,,90371,WGS,CFSAN033907,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941139,GCF_001594585.1,,LVFP00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,44x,SPAdes v. 3.0.0,,,94,4964408,51.92,5116,4692,,Swine,,2006,Brazil,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Oswaldo Cruz Foundation FIOCRUZ,99.9,98.4,100,,,Good,2016-04-27T17:51:26.013Z,2016-04-27T17:51:26.013Z,No_RNA_Seq,
1124970.3,Salmonella enterica subsp. enterica serovar Typhimurium str. 86-0368,,1124970,WGS,86-0368,serovar Typhimurium,,,MLST.Salmonella_enterica.19,,,,2014-11-21T00:00:00Z,-,PRJNA78369,SAMN02664993,GCA_000786025.1,SRR1176804,JTED00000000,-,FDA,,Roche 454 sequence,21x,Newbler v. 2.6,,,69,4974757,52.16,5007,4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing project,,99.6,98.5,100,0.2,,Good,2015-03-12T13:40:03.996Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.4480,Salmonella enterica subsp. enterica serovar Typhimurium strain GR560,,90371,WGS,GR560,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2020-07-13T00:00:00Z,32569743,PRJNA588446,SAMN13112050,,,WRZI01000000,,"University of Sfax, Faculty of Medicin Sfax",,Illumina NextSeq,126x,SPAdes v. 3.11.1,,,139,4950954,52.1102,5164,4796,,,,2012-07-14,,Tunisia,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Typhimurium is one of the main Salmonella serovar responsible for non-typhoidal gastro-enteritis in Tunisia. We investigate the population structure and potential evolutionary trends within clinical S. Typhimurium isolates in Tunisia using Whole genome sequencing,sample_type:Whole organism;collected_by:Hopital Habib Bouguiba Sfax,97.2,96.1,,,,Good,2020-07-28T10:00:12.725Z,2020-07-28T10:00:12.725Z,No_RNA_Seq,
90371.3697,Salmonella enterica subsp. enterica serovar Typhimurium strain 2390,,90371,WGS,2390,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-10-21T00:00:00Z,,PRJNA576833,SAMN13011562,GCA_009208245.1,,WFIQ01000000,,Curtin University,,Illumina MiSeq,60.0x,SPAdes v. 2018-07-26,,,64,4847425,52.126705,4993,4691,,cattle feces,,13-Feb-2013,,Australia,,,,,,"Cow, Bos taurus",,,,,,,,,,,,,,,,,,,Whole genome sequencing of Salmonella Typhimurium (2390) isolated from cattle faeces in Australia,collected_by:CSIRO,99.8,99.1,,,,Good,2019-10-28T02:59:29.570Z,2019-10-28T02:59:29.570Z,No_RNA_Seq,
90371.3854,Salmonella enterica subsp. enterica serovar Typhimurium strain S07102-03,,90371,WGS,,,,,MLST.Salmonella_enterica.34,,,,,31266542,,,,ERR1334887,,,,,,20x,,,,81,5006356,52.13463,5077,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,96,,,,Good,2020-02-28T19:49:18.598Z,2020-02-28T19:49:18.598Z,No_RNA_Seq,
996633.3,Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553,,996633,Complete,L-3553,serovar Typhimurium,,,MLST.Salmonella_enterica.19,,,,2014-06-27T00:00:00Z,-,PRJDA63645,-,GCA_000828595.1,,"AP014565.1,AP014566.1","NZ_AP014565.1,NZ_AP014566.1",National Institute of Infectious Diseases,,MiSeq; Illumina GAII; ABI 3730xl,200x,CLC De Novo Assembler v. 6.5,2,1,2,5184452,52.19,5202,5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This strain will be used for comparative genome analysis.,,99.6,99.1,100,0.2,,Good,2015-03-12T14:02:51.747Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.3588,Salmonella enterica subsp. enterica serovar Typhimurium strain HIY0229,,90371,WGS,HIY0229,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-07-15T00:00:00Z,30902850,PRJNA507471,SAMN11877394,GCA_006379475.2,,VCUG02000000,,Water Quality and Environmental Biotechnology Lab,,Illumina MiSeq,91x,SPAdes v. 3.13.0,,,101,4924668,52.1544,5132,4798,,"Municipal wastewater, Sand Island WWTP",,2010-10-11,USA,USA:HI,,,,,,,,,,,,,,,,,,,,,,,,,"De novo assemblies of Salmonella enterica isolates from municipal wastewater to search for genes of interest (antibiotic resistance, virulence, etc.).",collected_by:Tao Yan lab (UH Manoa),99.9,99,,,,Good,2019-09-30T06:39:03.377Z,2019-09-30T06:39:03.377Z,No_RNA_Seq,
90371.3956,Salmonella enterica subsp. enterica serovar Typhimurium strain OLF_FSR1_WB_Finch_ST-13,,90371,Complete,OLF_FSR1_WB_Finch_ST-13,Typhimurium,,,,,,,2020-04-20T00:00:00Z,,PRJNA605433,SAMN14088117,GCA_012530335.1,,CP051269,,Canadian Food Inspection Agency,,Oxford Nanopore MiniION; Illumina MiSeq,99x,SPAdes v. 3.11.1,1,,1,4819669,52.151962,4894,4554,,,,,Canada,Canada: British Columbia,,,,,,Finch,,,,,,,,,,,,,,,,,,,To determine antimicrobial resistance gene profiles and investigate the role of wild birds as sources of foodborne Salmonella organisms,sample_type:Cell culture,96.7,95.9,,,,Good,2020-04-26T21:38:30.263Z,2020-04-26T21:38:30.263Z,No_RNA_Seq,
1620419.85,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N40416,,1620419,WGS,CVM N40416,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699321,GCF_001480265.1,SRR3664772,JYYR01000000,,FDA,,Illumina Miseq,60.5x,CLC Genomics Workbench v. 6.0.2,,,128,5047907,52.09,5204,4781,,Chicken Breast,,2012,United States,USA: NY,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.6,99,100,0.3,,Good,2016-01-31T19:52:38.515Z,2016-01-31T19:52:38.515Z,No_RNA_Seq,
90371.3951,Salmonella enterica subsp. enterica serovar Typhimurium strain ST45,,90371,Complete,ST45,Typhimurium,,,MLST.Salmonella_enterica.34,,,,2020-04-06T00:00:00Z,,PRJNA615288,SAMN14450161,GCA_012052225.1,,"CP050753,CP050754,CP050755",,University of Maryland,,Illumina MiSeq; Oxford Nanopore MiniION,40x,Unicycler v. 0.4.8,1,2,3,5259999,51.944782,5428,5033,,Diarrheal patient,,2011-05-25,China,China:Shanghai,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Some multidrug-resistant isolates of S. Indiana, Typhimurium, and Enteritidis were sequenced using MinION and MiSeq sequencing technologies, both individually and in combination. The qualities of MinION, MiSeq, and hybrid genome assemblies were then compared in terms of the characteristics of genome structure, antimicrobial resistance, virulence potential, whole-genome phylogeny, and pan-genome.",collected_by:Shanghai Municipal Center for Disease Control and Prevention,97.2,96.2,,,,Good,2020-04-12T08:43:47.668Z,2020-04-12T08:43:47.668Z,No_RNA_Seq,
90371.4488,Salmonella enterica subsp. enterica serovar Typhimurium strain C3378,,90371,WGS,C3378,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2020-07-13T00:00:00Z,32569743,PRJNA588446,SAMN13111995,,,WRZU01000000,,"University of Sfax, Faculty of Medicin Sfax",,Illumina NextSeq,133x,SPAdes v. 3.11.1,,,142,4842255,52.21739,4995,4651,,,,2001-08-13,,Tunisia,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Typhimurium is one of the main Salmonella serovar responsible for non-typhoidal gastro-enteritis in Tunisia. We investigate the population structure and potential evolutionary trends within clinical S. Typhimurium isolates in Tunisia using Whole genome sequencing,sample_type:Whole organism;collected_by:Hopital Habib Bouguiba Sfax,96.9,95.8,,,,Good,2020-07-28T10:09:48.945Z,2020-07-28T10:09:48.945Z,No_RNA_Seq,
90371.704,Salmonella enterica subsp. enterica serovar Typhimurium strain smonpas001102-13,,90371,WGS,smonpas001102-13,,,,,,,,2015-06-22T00:00:00Z,26294627,PRJNA266093,SAMN03162141,GCA_001034565.1,SRR1649145,LFCG01000000,,IZSAM,,IonTorrent,22.0x,SPADES v. 3.1.0,,,10,4742462,52.23,5527,3536,,feces,,23-Oct-2013,Italy,Italy: L'Aquila,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"S. enterica ser. Typhimurium monophasic variant 1,4,[5],12:i:-, Italy 2013-2014;many frameshifted proteins",collected_by:Hospital,99.7,88.8,99.8,15.9,,Good,2016-01-17T16:09:03.239Z,2016-01-17T16:09:03.239Z,No_RNA_Seq,
90371.3631,Salmonella enterica subsp. enterica serovar Typhimurium strain F28H2,,90371,WGS,F28H2,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-07-22T00:00:00Z,,PRJNA449363,SAMN12004715,GCA_007280635.1,,VKKK01000000,,Texas A&M University,,Illumina,100x,SPAdes v. 3.13.1,,,75,4932343,52.119164,5141,4811,,pork,,25-Mar-2015,USA,USA: TX,,,,,,"Pig, Sus scrofa",,,commensal,,,,,,,,,,,,,,,,"Salmonella enterica (non-Typhi) is one of the most common food-borne pathogens, primarily originating in agricultural animals, which can enter the food chain and cause salmonellosis in humans. Importantly a small number of serovars of Salmonella are responsible for the majority of cases of human salmonellosis. Salmonella enterica serovars typically exhibit a limited range of animal hosts, often referred to as serovar-host specificity. Swine, cattle, and poultry each carry different strains of Salmonella and only certain strains cause infectious disease in these hosts, with the remaining strains carried in a subclinical status or in a commensal relationship. In recent years, the Centers for Disease Control and Prevention has reported a rise in human foodborne illnesses related to antibiotic resistant Salmonella enterica serovar I 4,[5], 12:i:- largely associated with the consumption of contaminated pork. Salmonella I 4,[5], 12:i:- is a serovar antigenically similar to Salmonella enterica serovar Typhimurium; however, it lacks the phase two flagellar antigen making it a monophasic variant.","collected_by:USDA in College Station, TX",99.8,99,,,,Good,2019-10-01T03:46:23.603Z,2019-10-01T03:46:23.603Z,No_RNA_Seq,
90371.100,Salmonella enterica subsp. enterica serovar Typhimurium S23,,90371,WGS,S23,serovar Typhimurium,,,MLST.Salmonella_enterica.34,,,,2014-11-17T00:00:00Z,-,PRJNA260778,SAMN03031271,GCA_000784235.1,,JRGT00000000,-,University of Copenhagen,,Illumina MiSeq,50.0x,Newbler v. Aug 2014,,,148,4914318,52.15,4908,,,,,2004,Denmark,Denmark,,,,,,"Pig, Sus scrofa",,,,,,,,,,,,,,,,,,,Salmonella isolated from copper fed pigs,,99.6,98.6,99.8,,,Good,2015-03-12T14:02:35.160Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
1271862.5,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921,1271862,Complete,CFSAN001921,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2013-07-16T00:00:00Z,,PRJNA184140,SAMN01832087,GCA_000430145.3,"SRR921435,SRR926370,SRR926371,SRR926372","CP006048.1,CP006050.1,CP006052.1,CP006051.1","NC_021814.1,NC_021815.1,NC_021816.1,NC_021843.1",FDA,complete,PacBio RS,80x,SMRT Analysis v. 1.3.3,1,3,4,5089224,52.1726,5084,4801,,chicken breast,,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing project,,99.6,98.8,100,0.5,,Good,2014-12-08T22:12:52.950Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
85569.336,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain TURKEYb,,85569,WGS,TURKEYb,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-14T00:00:00Z,24030491,PRJEB2215,SAMEA1484002,GCF_001223505.1,ERR164821,CTIE01000000,,SC,,,20x,,,,98,4967758,52.11,5135,4647,,,,2001,United Kingdom,United Kingdom: Scotland,,,,,,"Human, Homo sapiens",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"For further information on this study please see http://www.sanger.ac.uk/resources/downloads/bacteria/vibrio-cholerae.html This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",isolate:H179,99.8,99,100,,,Good,2016-01-17T16:49:36.590Z,2016-01-17T16:49:36.590Z,No_RNA_Seq,
90371.3811,Salmonella enterica subsp. enterica serovar Typhimurium strain S02185-06,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266496,,,,ERR1251609,,,,,,20x,,,,61,5006388,52.149734,5113,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,95.7,,,,Good,2020-02-28T19:33:51.935Z,2020-02-28T19:33:51.935Z,No_RNA_Seq,
90371.2419,Salmonella enterica subsp. enterica serovar Typhimurium strain BCW_4365,,90371,WGS,BCW_4365,,,,MLST.Salmonella_enterica.213,,,,2017-03-21T00:00:00Z,,PRJNA203445,SAMN02368963,GCA_002056945.1,,MYST00000000,,,,,20x,,,,86,5122219,52.02,5277,,,,,2007,United States,USA: Ohio,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,99.9,98.6,100,,,Good,2017-05-28T00:24:34.783Z,2017-05-28T00:24:34.783Z,No_RNA_Seq,
90371.879,Salmonella enterica subsp. enterica serovar Typhimurium strain 1356/06,,90371,WGS,1356/06,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-08-28T00:00:00Z,,PRJEB2655,SAMEA2053601,GCF_001287385.1,ERR310920,CYHW01000000,,SC,,,20x,,,,70,4768077,52.18,4810,4407,,,,2006,United Kingdom,United Kingdom,,,,,,"House sparrow, Passer domesticus",,,,,,host_health_state:not known,,,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/staphylococcus-aureus.html This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,99.9,99.3,100,0.5,,Good,2016-01-17T17:07:54.346Z,2016-01-17T17:07:54.346Z,No_RNA_Seq,
90371.3696,Salmonella enterica subsp. enterica serovar Typhimurium strain AR-0409,,90371,WGS,AR-0409,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-10-11T00:00:00Z,,PRJNA562719,SAMN12648959,GCA_008973585.1,,WACM01000000,,Centers for Disease Control and Prevention,,PacBio RSII,107.48x,HGAP v. 3,,2,10,5029844,52.096584,5240,,,,,,,,,,,,,,,,,,,,Susceptible;Not defined,AMR Panel,,,,,,,,,,,"This panel of pathogens includes isolates of Salmonella spp, Shigella spp., Campylobacter spp., and Escherichia coli O157. The isolates included demonstrate varied susceptibility patterns to antibiotics. These susceptibility patterns are representative of the diversity of susceptibility identified in surveillance isolates collected in the United States.",,99.6,98.1,,,,Good,2019-10-27T22:41:05.787Z,2019-10-27T22:41:05.787Z,No_RNA_Seq,
85569.64,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V85,,85569,WGS,V85,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-13T00:00:00Z,24030491,PRJEB2189,SAMEA1522025,GCF_001215665.1,ERR170641,CTAR01000000,,SC,,,20x,,,,83,4975046,52.11,5119,4650,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",1994,United Kingdom,United Kingdom: Scotland,,,,,,"Pig, Sus scrofa",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:V85,99.8,99,100,,,Good,2016-01-17T16:47:15.701Z,2016-01-17T16:47:15.701Z,No_RNA_Seq,
1620419.51,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N51301,,1620419,WGS,CVM N51301,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-08-05T00:00:00Z,27381390,PRJNA242614,SAMN03894392,GCF_001247265.1,SRR2567194,LHOH01000000,,FDA,,Illumina Miseq,46.7x,CLC Genomics Workbench v. 6.0.2,,,71,4955133,52.12,5083,4693,,Chicken Breast,,2013,United States,USA: NY,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.8,99.3,100,,,Good,2016-01-17T16:56:51.598Z,2016-01-17T16:56:51.598Z,No_RNA_Seq,
90371.922,Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N38914,,90371,WGS,CVM N38914,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699301,GCF_001480855.1,SRR3664671,JYXW01000000,,FDA,,Illumina Miseq,86.1x,CLC Genomics Workbench v. 6.0.2,,,81,4889117,52.17,5057,4646,,Chicken Breast,,2012,United States,USA: OR,,,,,,,,,,,,,Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.9,99,100,,,Good,2016-01-31T20:07:26.595Z,2016-01-31T20:07:26.595Z,No_RNA_Seq,
90371.896,Salmonella enterica subsp. enterica serovar Typhimurium strain ST2533,,90371,WGS,ST2533,,,,MLST.Salmonella_enterica.19,,,,2015-09-22T00:00:00Z,26370680,PRJNA264268,SAMN03121901,GCF_001295625.1,,JRZP01000000,,The Chinese University of Hong Kong,,454,20.0x,GS De Novo Assembler v. 2.8,,,71,4946365,51.87,5264,4503,,Stool,,2006,China,Hong Kong,,,,,,"Human, Homo sapiens",male,18,Salmonella gastroenteritis,,,,,,,,,,,,,,,,Next generation genome sequencing reveals phylogenetic clades with different level of virulence among Salmonella Typhimurium clinical human isolates in Hong Kong;many frameshifted proteins,collected_by:Hoi-Shan Kwan's Lab,99.8,97.2,100,6.7,,Good,2016-01-17T17:10:18.889Z,2016-01-17T17:10:18.889Z,No_RNA_Seq,
